Method;Class;FDP;NIM_D;NAA_D;DISTANCE_D;LOC_D;NMD_D;NAD_D;NIM_E;NAA_E;DISTANCE_E;LOC_E;NMD_E;NAD_E
org.argouml.uml.generator.ParserDisplay.setReturnParameter(Object, Object);org.argouml.kernel.Project;5;0;0;1.0000;2466;52;8;4;0;0.9420;615;47;22
org.argouml.ui.explorer.rules.GoSummaryToAssociation.getRuleName();org.argouml.i18n.Translator;0;0;0;1.0000;17;3;0;1;0;1.0000;103;9;5
org.argouml.ui.GraphChangeAdapter.createElement(GraphModel, Object);org.argouml.uml.diagram.UMLMutableGraphSupport;3;0;0;1.0000;62;9;1;0;1;0.9565;197;18;5
org.argouml.ui.explorer.PerspectiveConfigurator.loadPerspectives();org.argouml.ui.explorer.PerspectiveManager;2;1;1;0.9459;287;12;23;1;1;0.9565;221;15;5
org.argouml.uml.cognitive.critics.CrMissingOperName.initWizard(Wizard);org.argouml.cognitive.ToDoItem;4;0;0;1.0000;33;3;0;1;0;0.9750;211;21;14
org.argouml.uml.generator.ui.ClassGenerationDialog.TableModelClassChecks.setTarget(List);org.argouml.uml.generator.ui.ClassGenerationDialog;6;3;2;0.6875;171;13;2;0;1;0.9444;193;6;7
org.argouml.model.uml.UmlFactoryImpl.buildConnection(Object, Object, Object, Object, Object, Object, Object);org.argouml.model.uml.CommonBehaviorFactoryImpl;2;6;1;0.8108;529;21;4;1;0;0.9861;300;51;1
org.argouml.uml.diagram.ui.FigAssociation.getPopUpActions(MouseEvent);org.argouml.uml.diagram.ui.ActionNavigability;6;0;0;1.0000;335;10;15;1;3;1.0000;35;4;6
org.argouml.model.uml.CoreFactoryImpl.buildAssociation(Object, Object, Object, Object, Boolean);org.argouml.model.uml.NSUMLModelImplementation;2;2;1;0.9706;1020;101;2;0;1;0.9714;123;5;27
org.argouml.uml.ui.ActionOpenProject.actionPerformed(ActionEvent);org.argouml.kernel.ProjectManager;4;0;1;1.0000;66;2;1;1;1;0.9565;107;11;9
org.argouml.uml.generator.ParserDisplay.getOperation(Collection, String, int);org.argouml.kernel.ProjectManager;4;2;1;0.9661;2466;52;8;1;1;0.9500;107;11;9
org.argouml.uml.diagram.sequence.ui.FigMessagePort.clearNode();org.argouml.uml.diagram.sequence.ui.FigClassifierRole;0;0;0;1.0000;76;11;1;1;0;0.9839;727;57;12
org.argouml.uml.generator.ParserDisplay.parseParamList(Object, String, int);org.argouml.util.MyTokenizer;9;2;1;0.9516;2466;52;8;2;1;0.8750;143;6;14
org.argouml.cognitive.ui.ToDoByType.toDoItemsChanged(ToDoListEvent);org.argouml.cognitive.ui.KnowledgeTypeNode;3;0;1;1.0000;89;4;1;1;1;0.8571;26;2;2
org.argouml.uml.diagram.sequence.ui.FigClassifierRole.setFromActionNode(int, int);org.argouml.uml.diagram.sequence.MessageNode;1;1;0;0.9836;727;57;12;0;6;1.0000;57;10;13
org.argouml.persistence.TodoParser.handleStartElement(XMLElement);org.argouml.persistence.XMLElement;2;5;2;0.7600;210;18;8;0;1;0.9500;37;9;3
org.argouml.uml.diagram.ui.FigEdgeModelElement.propertyChange(PropertyChangeEvent);org.argouml.kernel.ProjectManager;3;3;1;0.9375;481;39;10;1;1;0.9474;107;11;9
org.argouml.uml.cognitive.critics.CrMissingStateName.initWizard(Wizard);org.argouml.uml.cognitive.critics.WizMEName;4;0;0;1.0000;39;4;0;1;1;0.8462;50;4;6
org.argouml.uml.diagram.sequence.ui.SequenceDiagramLayout.expandDiagram(int, int);org.argouml.uml.diagram.sequence.ui.FigClassifierRole;0;2;1;0.7857;158;13;5;1;0;0.9846;727;57;12
org.argouml.kernel.Project.trashInternal(Object);org.argouml.uml.diagram.ui.UMLDiagram;5;4;4;0.8947;615;47;22;1;0;0.9800;229;28;17
org.argouml.persistence.UmlFilePersister.progress(ProgressEvent);org.argouml.persistence.ProgressEvent;1;0;1;0.9474;301;13;6;0;2;0.7143;20;0;3
org.argouml.uml.reveng.ui.RESequenceDiagramDialog.buildSequenceDiagram(Object);org.argouml.uml.diagram.DiagramFactory;6;0;3;0.9318;494;15;27;1;1;0.9286;71;5;4
org.argouml.model.uml.StateMachinesHelperImpl.findOperationByName(Object, String);org.argouml.model.uml.NSUMLModelImplementation;2;1;1;0.9444;315;35;1;0;1;0.9706;123;5;27
org.argouml.model.uml.UmlFactoryImpl.getCommonBehavior();org.argouml.model.uml.NSUMLModelImplementation;1;0;1;0.9583;529;21;4;0;1;0.9697;123;5;27
org.argouml.ui.ArgoJMenu.localize(JMenuItem, String);org.argouml.i18n.Translator;0;0;0;1.0000;37;3;0;1;0;1.0000;103;9;5
org.argouml.model.uml.UmlFactoryImpl.getCore();org.argouml.model.uml.NSUMLModelImplementation;1;0;1;0.9583;529;21;4;0;1;0.9697;123;5;27
org.argouml.cognitive.critics.Critic.unsnooze();org.argouml.cognitive.critics.SnoozeOrder;0;1;0;0.9839;276;47;32;1;0;0.9231;37;6;6
org.argouml.uml.generator.ParserDisplay.parseMessage(Object, String);org.argouml.util.MyTokenizer;11;14;2;0.7903;2466;52;8;3;2;0.8788;143;6;14
org.argouml.uml.ui.UMLExpressionBodyField.update();org.argouml.uml.ui.UMLExpressionModel2;0;0;2;0.9000;38;7;3;1;0;0.9333;75;9;5
org.argouml.cognitive.checklist.ui.TableModelChecklist.getColumnName(int);org.argouml.cognitive.Translator;0;0;0;1.0000;101;10;3;1;0;1.0000;9;2;1
org.argouml.uml.diagram.static_structure.ui.FigPackage.getPopUpActions(MouseEvent);org.argouml.i18n.Translator;1;0;0;1.0000;328;26;12;1;0;1.0000;103;9;5
org.argouml.model.uml.EventTreeDefinition.addSourcesFromDocument(Document);org.argouml.model.uml.UmlModelEventPump;4;1;1;0.8571;112;6;3;0;1;1.0000;311;27;7
org.argouml.uml.ui.foundation.core.ActionNewClass.actionPerformed(ActionEvent);org.argouml.ui.targetmanager.TargetManager;4;0;0;1.0000;16;1;0;1;2;0.9429;272;28;9
org.argouml.uml.generator.ParserDisplay.getType(String, Object);org.argouml.kernel.ProjectManager;5;0;0;1.0000;2466;52;8;1;1;0.9412;107;11;9
org.argouml.uml.ui.behavior.state_machines.ActionSetSubmachineStateSubmachine.actionPerformed(ActionEvent);org.argouml.uml.ui.UMLComboBox2;2;0;0;1.0000;13;1;1;1;0;0.9000;39;7;0
org.argouml.ui.ProjectBrowser.createPanels(SplashScreen);org.argouml.ui.StatusBar;3;3;12;0.7273;536;30;22;2;0;0.9333;54;5;3
org.argouml.persistence.UmlFilePersister.doLoad(File, File);org.argouml.persistence.MemberFilePersister;1;4;5;0.7407;301;13;6;2;0;0.9000;25;4;0
org.argouml.model.uml.CoreHelperImpl.getExtendedClassifiers(Object);org.argouml.model.uml.NSUMLModelImplementation;2;0;1;0.9931;1936;144;2;0;1;0.9697;123;5;27
org.argouml.uml.cognitive.critics.CrWrongDepEnds.stillValid(ToDoItem, Designer);org.argouml.cognitive.ListSet;0;1;0;0.8750;84;4;0;2;0;0.9615;262;45;2
org.argouml.model.uml.UmlHelperImpl.getDataTypes();org.argouml.model.uml.NSUMLModelImplementation;1;0;1;0.9412;123;16;2;0;1;0.9697;123;5;27
org.argouml.application.modules.ModuleLoader.loadClassFromLoader(ClassLoader, String, String, boolean);org.argouml.application.events.ArgoEventTypes;1;3;3;0.8929;448;24;8;0;1;0.9545;0;0;15
org.argouml.uml.ui.PropPanel.isRemovableElement();org.argouml.kernel.ProjectManager;1;0;1;0.9714;227;26;8;1;1;0.9412;107;11;9
org.argouml.uml.diagram.ui.ActionAddNote.actionPerformed(ActionEvent);org.argouml.kernel.ProjectManager;9;0;1;1.0000;62;2;1;1;1;0.9500;107;11;9
org.argouml.uml.ui.SaveGraphicsManager.setDefaultFilter(SuffixFilter);org.argouml.util.SuffixFilter;1;0;3;0.8333;102;10;7;0;1;0.8750;31;5;2
org.argouml.cognitive.ui.ToDoPane.valueChanged(TreeSelectionEvent);org.argouml.ui.ProjectBrowser;0;1;2;0.9375;238;22;18;2;0;0.9808;536;30;22
org.argouml.uml.generator.ParserDisplay.parseAttributeFig(Object, Object, String);org.argouml.kernel.ProjectManager;6;2;0;0.9667;2466;52;8;1;1;0.9524;107;11;9
org.argouml.ui.MultiEditorPane.targetRemoved(TargetEvent);org.argouml.ui.targetmanager.TargetEvent;0;1;0;0.9545;122;18;4;1;0;0.9167;50;7;6
org.argouml.application.StartCritics.run();org.argouml.application.api.Argo;7;0;1;1.0000;35;1;1;0;1;1.0000;29;9;34
org.argouml.model.uml.EventListenerHashMap.remove(MBase, EventKey, MElementListener);org.argouml.model.uml.EventListenerList;0;0;1;0.8333;27;5;2;1;0;0.9000;138;8;3
org.argouml.uml.reveng.Import.doFile();org.argouml.ui.ProjectBrowser;5;2;9;0.7027;189;13;20;1;0;1.0000;536;30;22
org.argouml.uml.ui.behavior.common_behavior.ActionNewReception.actionPerformed(ActionEvent);org.argouml.ui.targetmanager.TargetManager;4;0;0;1.0000;13;1;0;1;2;0.9429;272;28;9
org.argouml.cognitive.ui.ToDoByDecision.toDoItemsAdded(ToDoListEvent);org.argouml.cognitive.ToDoItem;3;0;1;1.0000;89;4;1;1;0;0.9762;211;21;14
org.argouml.cognitive.Designer.setGoalPriority(String, int);org.argouml.cognitive.GoalModel;0;0;1;0.9804;330;38;32;1;0;0.8889;33;6;1
org.argouml.notation.ui.SettingsTabNotation.handleSettingsTabRefresh();org.argouml.application.api.Configuration;1;1;9;0.5000;87;10;9;2;0;1.0000;89;28;5
org.argouml.model.uml.ModelManagementHelperImpl.getAllBehavioralFeatures(Object);org.argouml.model.uml.NSUMLModelImplementation;3;1;1;0.8750;241;14;2;0;2;0.9412;123;5;27
org.argouml.uml.diagram.state.ui.UMLStateDiagram.getNewDiagramName();org.argouml.kernel.Project;1;2;0;0.9778;205;26;16;1;0;0.9859;615;47;22
org.argouml.uml.diagram.ui.FigEdgeModelElement.makeCommentPort();org.argouml.uml.diagram.ui.FigNodeModelElement;0;0;0;0;0;0;0;0;0;0;0;0;0
org.argouml.uml.ui.foundation.core.UMLDiagramNameDocument.getProperty();org.argouml.kernel.Project;2;0;0;1.0000;20;2;0;0;1;0.9855;615;47;22
org.argouml.uml.diagram.UmlDiagramRenderer.getFigEdgeFor(Object, Map);org.argouml.util.CollectionUtil;3;0;0;1.0000;199;3;0;1;0;1.0000;14;2;0
org.argouml.uml.ui.behavior.state_machines.UMLSignalEventSignalList.getPopupMenu();org.argouml.uml.ui.behavior.state_machines.ActionAddSignalsToSignalEvent;2;0;0;1.0000;12;1;0;0;1;1.0000;27;4;1
org.argouml.uml.diagram.static_structure.ui.FigClass.setAttributesVisible(boolean);org.argouml.uml.diagram.ui.FigFeaturesCompartment;0;2;0;0.9459;626;31;5;1;0;0.8750;34;3;2
org.argouml.uml.cognitive.critics.CrReservedName.isBuiltin(String);org.argouml.kernel.ProjectManager;1;0;0;1.0000;44;5;2;1;1;0.9375;107;11;9
org.argouml.persistence.ArgoParser.handleAuthorname(XMLElement);org.argouml.kernel.Project;1;0;1;0.9444;118;12;5;0;1;0.9857;615;47;22
org.argouml.application.api.Configuration.setDouble(ConfigurationKey, double);org.argouml.application.configuration.ConfigurationHandler;0;0;1;1.0000;89;28;5;1;0;0.9737;192;31;7
org.argouml.persistence.UmlFilePersister.getMemberFilePersister(ProjectMember);org.argouml.persistence.PersistenceManager;1;0;0;1.0000;301;13;6;0;2;0.9474;117;13;10
org.argouml.uml.cognitive.critics.CrSubclassReference.computeOffenders(Object);org.argouml.cognitive.ListSet;3;0;0;1.0000;57;4;0;2;0;0.9600;262;45;2
org.argouml.cognitive.ui.ToDoByType.toDoItemsChanged(ToDoListEvent);org.argouml.cognitive.Designer;3;0;1;1.0000;89;4;1;0;2;0.9821;330;38;32
org.argouml.application.api.Argo.getPlugins(Class, Object[]);org.argouml.application.modules.ModuleLoader;0;0;0;1.0000;29;9;34;2;0;0.9583;448;24;8
org.argouml.uml.ui.ActionAddTopLevelPackage.actionPerformed(ActionEvent);org.argouml.kernel.Project;5;0;0;1.0000;13;1;0;1;1;0.9714;615;47;22
org.argouml.uml.notation.java.InitNotationJava.init();org.argouml.notation.Notation;0;0;0;0;0;0;0;0;0;0;0;0;0
org.argouml.uml.diagram.sequence.ui.FigClassifierRole.setMatchingNode(FigMessagePort);org.argouml.uml.diagram.sequence.MessageNode;2;4;1;0.9219;727;57;12;0;1;0.9545;57;10;13
org.argouml.uml.ui.behavior.common_behavior.ActionNewArgument.actionPerformed(ActionEvent);org.argouml.ui.targetmanager.TargetManager;5;0;0;1.0000;12;1;0;1;1;0.9722;272;28;9
org.argouml.ui.explorer.ExplorerTree.ExplorerTreeWillExpandListener.treeWillExpand(TreeExpansionEvent);org.argouml.notation.Notation;2;0;0;1.0000;8;2;0;0;0;1.0000;333;65;13
org.argouml.model.uml.UmlHelperImpl.getCollaborations();org.argouml.model.uml.NSUMLModelImplementation;1;0;1;0.9412;123;16;2;0;1;0.9697;123;5;27
org.argouml.model.uml.NSUMLModelEventPump.removeClassModelEventListener(PropertyChangeListener, Object, String[]);org.argouml.model.uml.NSUMLEventListener;0;2;2;0.8125;88;12;4;1;0;0.9444;72;10;4
org.argouml.application.configuration.ConfigurationHandler.load(URL);org.argouml.application.api.Configuration;1;1;2;0.9459;192;31;7;0;1;1.0000;89;28;5
org.argouml.notation.Notation.generateVisibility(NotationName, Object);org.argouml.notation.NotationProvider2;0;1;0;1.0000;333;65;13;1;0;0.9630;27;27;0
org.argouml.application.api.Configuration.removeKey(ConfigurationKey);org.argouml.application.configuration.ConfigurationHandler;0;0;0;0;0;0;0;0;0;0;0;0;0
org.argouml.uml.cognitive.critics.CrUnconventionalAttrName.initWizard(Wizard);org.argouml.cognitive.ToDoItem;4;1;0;0.9231;106;8;0;1;0;0.9756;211;21;14
org.argouml.uml.diagram.ui.TabDiagram.targetSet(TargetEvent);org.argouml.ui.targetmanager.TargetEvent;0;2;0;0.9048;147;14;5;2;0;0.8462;50;7;6
org.argouml.application.StartCritics.run();org.argouml.cognitive.DecisionModel;7;0;1;1.0000;35;1;1;1;0;0.9286;40;5;1
org.argouml.uml.ui.behavior.state_machines.PropPanelPseudostate.refreshTarget();org.argouml.i18n.Translator;5;0;0;1.0000;53;4;0;1;0;1.0000;103;9;5
org.argouml.uml.diagram.static_structure.ui.FigInterface.textEdited(FigText);org.argouml.ui.StatusBar;2;0;0;1.0000;385;25;4;1;0;0.9333;54;5;3
org.argouml.ui.explorer.rules.GoComponentToResidentModelElement.getRuleName();org.argouml.i18n.Translator;0;0;0;1.0000;17;3;0;1;0;1.0000;103;9;5
org.argouml.uml.diagram.static_structure.ui.FigInterface.textEdited(FigText);org.argouml.i18n.Translator;2;0;0;1.0000;385;25;4;1;0;1.0000;103;9;5
org.argouml.persistence.ArgoParser.handleVersion(XMLElement);org.argouml.persistence.XMLElement;1;0;1;0.9444;118;12;5;1;0;0.9333;37;9;3
org.argouml.ui.ProjectBrowser.getTabProps();org.argouml.ui.DetailsPane;0;0;1;0.9792;536;30;22;1;0;0.9730;320;28;8
org.argouml.cognitive.ResolvedCritic.importOffenders(ListSet, boolean);org.argouml.cognitive.ListSet;0;0;2;0.9000;125;5;3;1;0;0.9800;262;45;2
org.argouml.cognitive.critics.ui.CriticBrowserDialog.setTargetMoreInfo();org.argouml.cognitive.critics.Critic;1;0;2;0.9412;225;12;34;0;1;0.9844;276;47;32
org.argouml.uml.ui.PropPanel.removeElement();org.argouml.uml.ui.ActionBaseDelete;3;0;1;0.9714;227;26;8;1;0;0.8571;141;6;0
org.argouml.uml.ui.ActionBaseDelete.sureRemoveModelElement(Object);org.argouml.ui.ProjectBrowser;3;0;0;1.0000;141;6;0;1;0;1.0000;536;30;22
org.argouml.uml.ui.UMLComboBoxEntry.getLongName();org.argouml.uml.Profile;0;0;3;0.7857;141;8;6;1;0;0.8333;3;3;0
org.argouml.ui.ProjectBrowser.createPanels(SplashScreen);org.argouml.ui.cmd.GenericArgoMenuBar;3;3;12;0.7273;536;30;22;2;2;0.9231;379;22;16
org.argouml.uml.ui.behavior.state_machines.ActionNewGuard.actionPerformed(ActionEvent);org.argouml.ui.targetmanager.TargetManager;3;0;0;1.0000;10;1;1;1;1;0.9722;272;28;9
org.argouml.uml.ui.UMLChangeDispatch.dispatch(Container);org.argouml.uml.ui.UMLUserInterfaceComponent;0;1;1;0.9000;56;5;6;2;0;0.3333;2;2;0
org.argouml.uml.reveng.ui.RESequenceDiagramDialog.actionPerformed(ActionEvent);org.argouml.kernel.ProjectManager;2;2;4;0.8667;494;15;27;1;1;0.9600;107;11;9
org.argouml.uml.cognitive.critics.CrMultipleInitialStates.stillValid(ToDoItem, Designer);org.argouml.cognitive.ListSet;0;1;0;0.8750;63;4;1;2;0;0.9615;262;45;2
org.argouml.ui.cmd.GenericArgoMenuBar.initMenuView(int);org.argouml.application.api.PluggableMenu;2;5;2;0.9394;379;22;16;0;1;0.9091;2;2;7
org.argouml.util.ConfigLoader.loadTabs(Vector, String, Orientation);org.argouml.application.api.Configuration;0;1;2;1.0000;109;3;3;2;0;1.0000;89;28;5
org.argouml.uml.cognitive.checklist.Init.newCheckItem(String, String, Checklist);org.argouml.i18n.Translator;0;0;0;1.0000;285;3;0;1;0;1.0000;103;9;5
org.argouml.ui.targetmanager.TargetManager.HistoryManager.targetAdded(TargetEvent);org.argouml.ui.targetmanager.TargetEvent;0;1;0;0.9375;126;12;4;1;0;0.9167;50;7;6
org.argouml.uml.ui.ActionSaveAllGraphics.getFileChooser(Project);org.argouml.kernel.Project;1;0;1;1.0000;107;6;1;0;1;0.9853;615;47;22
org.argouml.notation.Notation.propertyChange(PropertyChangeEvent);org.argouml.application.events.ArgoEventTypes;1;0;1;1.0000;333;65;13;0;1;0.9333;0;0;15
org.argouml.cognitive.critics.OrCM.isRelevant(Critic, Designer);org.argouml.cognitive.critics.ControlMech;0;0;0;1.0000;8;1;0;1;0;0.5000;1;1;0
org.argouml.uml.reveng.FileImportSupport.getList(Import);org.argouml.uml.reveng.Import;1;1;1;0.9000;128;15;5;1;1;0.9429;189;13;20
org.argouml.kernel.ProjectManager.propertyChange(PropertyChangeEvent);org.argouml.cognitive.Designer;1;1;0;0.9286;107;11;9;0;2;1.0000;330;38;32
org.argouml.uml.diagram.ui.StereotypeUtility.getApplyStereotypeActions(Object);org.argouml.kernel.ProjectManager;0;0;0;0;0;0;0;0;0;0;0;0;0
org.argouml.uml.ui.foundation.extension_mechanisms.ActionSetTagDefinitionOwner.actionPerformed(ActionEvent);org.argouml.uml.ui.UMLComboBox2;0;0;0;0;0;0;0;0;0;0;0;0;0
org.argouml.uml.cognitive.critics.WizAddConstructor.doAction(int);org.argouml.cognitive.ui.WizStepTextField;5;1;1;0.8667;57;3;4;1;0;0.9375;61;1;3
org.argouml.uml.generator.GeneratorHelper.makeLanguage(String, String, Icon);org.argouml.uml.generator.GeneratorManager;0;0;0;0;0;0;0;0;0;0;0;0;0
org.argouml.uml.diagram.ui.FigNodeModelElement.propertyChange(PropertyChangeEvent);org.argouml.kernel.ProjectManager;3;3;1;0.9615;791;57;32;1;1;0.9474;107;11;9
org.argouml.uml.ui.SaveGraphicsManager.setDefaultFilterBySuffix(String);org.argouml.util.SuffixFilter;1;1;1;0.8333;102;10;7;0;1;0.8750;31;5;2
org.argouml.moduleloader.SettingsTabModules.ModuleTableModel.getRowCount();org.argouml.moduleloader.SettingsTabModules;2;0;0;1.0000;48;7;0;0;1;0.9375;77;10;4
org.argouml.uml.generator.ParserDisplay.parseExtensionPointFig(Object, Object, String);org.argouml.kernel.ProjectManager;6;1;0;0.9828;2466;52;8;1;1;0.9444;107;11;9
org.argouml.cognitive.critics.Critic.containsKnowledgeType(String);org.argouml.cognitive.ListSet;0;0;1;0.9839;276;47;32;1;0;0.9800;262;45;2
org.argouml.ui.explorer.ExplorerTreeModel.ExplorerUpdater.run();org.argouml.ui.explorer.ExplorerTree;2;1;3;0.6250;35;3;3;1;0;0.9231;78;3;3
org.argouml.language.java.generator.ClassCodePiece.write(BufferedReader, BufferedWriter, Stack);org.argouml.language.java.generator.ParseState;1;0;1;0.9091;34;6;2;1;0;0.9231;44;5;4
org.argouml.persistence.ToDoItemXMLHelper.getPriority();org.argouml.persistence.TodoTokenTable;2;0;1;0.8333;28;4;1;0;3;1.0000;16;1;26
org.argouml.cognitive.ui.GoListToDecisionsToItems.getDecisions();org.argouml.cognitive.DecisionModel;2;0;0;1.0000;70;10;0;0;1;0.8750;40;5;1
org.argouml.ui.explorer.ExplorerTree.ExplorerTargetListener.targetAdded(TargetEvent);org.argouml.ui.targetmanager.TargetEvent;1;0;0;1.0000;65;4;0;1;0;0.9231;50;7;6
org.argouml.uml.generator.GeneratorManager.removeGenerator(Language);org.argouml.application.events.ArgoEventPump;0;0;0;0;0;0;0;0;0;0;0;0;0
org.argouml.uml.cognitive.critics.CrUnconventionalOperName.stillValid(ToDoItem, Designer);org.argouml.cognitive.ToDoItem;0;1;0;0.9231;97;8;0;1;0;0.9756;211;21;14
org.argouml.uml.ui.behavior.state_machines.PropPanelEvent.initialize();org.argouml.i18n.Translator;0;1;1;0.8000;27;2;2;1;0;1.0000;103;9;5
org.argouml.uml.ui.ActionAddTopLevelPackage.actionPerformed(ActionEvent);org.argouml.kernel.ProjectManager;5;0;0;1.0000;13;1;0;1;1;0.9444;107;11;9
org.argouml.uml.reveng.ImportClasspathDialog.OkListener.actionPerformed(ActionEvent);org.argouml.uml.reveng.ImportClassLoader;1;0;0;1.0000;20;1;0;3;0;0.9000;97;10;2
org.argouml.persistence.ToDoItemXMLHelper.getDescription();org.argouml.persistence.TodoParser;0;0;1;0.8333;28;4;1;1;0;1.0000;210;18;8
org.argouml.uml.diagram.ui.FigNodeModelElement.setOwner(Object);org.argouml.uml.UUIDHelper;3;3;2;0.9342;791;57;32;2;0;1.0000;15;2;0
org.argouml.uml.ui.foundation.core.UMLModelElementNamespaceComboBoxModel.buildModelList();org.argouml.kernel.ProjectManager;3;0;0;1.0000;17;3;0;1;1;0.9444;107;11;9
org.argouml.model.uml.NSUMLModelEventPump.startPumpingEvents();org.argouml.model.uml.UmlModelEventPump;1;0;0;1.0000;88;12;4;1;1;0.9688;311;27;7
org.argouml.ui.cmd.ActionShowXMLDump.actionPerformed(ActionEvent);org.argouml.ui.ProjectBrowser;2;0;1;1.0000;19;1;1;1;0;1.0000;536;30;22
org.argouml.uml.cognitive.critics.WizAddConstructor.getCreateStereotype(Object);org.argouml.kernel.Project;6;0;1;1.0000;57;3;4;0;1;0.9857;615;47;22
org.argouml.kernel.Project.addTodoMember(ProjectMemberTodoList);org.argouml.kernel.MemberList;0;0;2;0.9855;615;47;22;2;0;0.9375;205;27;4
org.argouml.uml.diagram.state.StateDiagramGraphModel.connect(Object, Object, Object);org.argouml.kernel.ProjectManager;6;2;1;0.8947;216;15;3;1;1;0.9500;107;11;9
org.argouml.uml.cognitive.critics.WizBreakCircularComp.canFinish();org.argouml.cognitive.ui.WizStepChoice;1;0;2;0.8889;126;7;9;0;1;0.9000;85;1;4
org.argouml.uml.diagram.sequence.ui.FigClassifierRole.setPreviousState(int, int);org.argouml.uml.diagram.sequence.MessageNode;1;0;1;0.9841;727;57;12;0;2;0.8750;57;10;13
org.argouml.ui.explorer.rules.GoCollaborationToDiagram.getRuleName();org.argouml.i18n.Translator;0;0;0;1.0000;20;3;0;1;0;1.0000;103;9;5
org.argouml.uml.ui.foundation.core.ActionSetFlowSource.actionPerformed(ActionEvent);org.argouml.uml.ui.UMLComboBox2;3;0;0;1.0000;27;1;1;1;0;0.9000;39;7;0
org.argouml.uml.diagram.ui.UMLDiagramHomeModelListModel.targetSet(TargetEvent);org.argouml.ui.targetmanager.TargetEvent;0;1;0;0.8000;28;4;0;1;0;0.9167;50;7;6
org.argouml.kernel.Project.removeProjectMemberDiagram(ArgoDiagram);org.argouml.uml.diagram.DiagramFactory;4;2;3;0.9286;615;47;22;1;1;0.9333;71;5;4
org.argouml.uml.diagram.ui.FigAssociationClass.calcBounds();org.argouml.uml.diagram.ui.FigEdgeAssociationClass;0;0;1;0.9286;119;6;7;1;0;0.9000;46;6;1
org.argouml.ui.explorer.rules.GoStateMachineToTop.getRuleName();org.argouml.i18n.Translator;0;0;0;1.0000;19;3;0;1;0;1.0000;103;9;5
org.argouml.model.uml.UmlFactoryImpl.deleteStateVertex(MStateVertex);org.argouml.model.uml.ActivityGraphsFactoryImpl;0;2;0;0.9444;529;21;4;4;0;0.8621;109;17;1
org.argouml.ui.explorer.rules.GoModelToDiagrams.getRuleName();org.argouml.i18n.Translator;0;0;0;1.0000;12;3;0;1;0;1.0000;103;9;5
org.argouml.ui.LookAndFeelMgr.setCurrentTheme(String);org.argouml.application.api.Configuration;1;3;1;0.8500;210;19;9;1;0;1.0000;89;28;5
org.argouml.uml.generator.ParserDisplay.delete(Object);org.argouml.kernel.ProjectManager;1;0;0;1.0000;2466;52;8;1;1;0.9375;107;11;9
org.argouml.persistence.XmiFilePersister.doLoad(File);org.argouml.kernel.ProjectManager;5;0;0;1.0000;81;4;1;1;1;0.9524;107;11;9
