Class;LOC;NMD;NAD;LCOM5;NADC;ATFD;WMC
org.apache.tools.ant.ExitStatusException;11;0;1;0.0000;0;0.0;3
org.apache.tools.ant.taskdefs.email.MimeMailer;109;3;1;1.0000;1;6.0;21
org.apache.tools.ant.filters.util.JavaClassHelper;24;1;1;0.0000;0;0.0;6
org.apache.tools.ant.NoBannerLogger;18;3;1;0.3333;1;5.0;8
org.apache.tools.ant.taskdefs.optional.jlink.ClassNameReader;15;1;0;0.0000;1;1.0;2
org.apache.tools.ant.types.selectors.DepthSelector;81;4;4;0.7500;0;2.0;25
org.apache.tools.ant.util.JavaEnvUtils;150;9;15;0.9939;0;0.0;37
org.apache.tools.ant.taskdefs.optional.ssh.Directory;70;11;4;0.7857;0;0.0;21
org.apache.tools.ant.taskdefs.Mkdir;31;2;2;0.7500;0;0.0;9
org.apache.tools.ant.taskdefs.SubAnt;239;20;12;0.9455;0;16.0;69
org.apache.tools.ant.taskdefs.optional.depend.constantpool.ConstantPoolEntry;61;3;14;0.9524;0;0.0;19
org.apache.tools.ant.taskdefs.VerifyJar;0;0;0;0;0;0;0
org.apache.tools.ant.taskdefs.optional.vss.MSVSSCHECKOUT;46;10;0;0.0000;1;1.0;11
org.apache.tools.ant.types.resources.Restrict;0;0;0;0;0;0;0
org.apache.tools.ant.taskdefs.optional.NetRexxC;404;14;41;0.9601;0;5.0;140
org.apache.tools.ant.types.FilterSet;225;18;7;0.9549;0;1.0;58
org.apache.tools.ant.taskdefs.Nice;28;2;2;0.5000;0;1.0;10
org.apache.tools.ant.taskdefs.optional.dotnet.DotnetBaseMatchingTask;63;5;3;0.8750;0;1.0;17
org.apache.tools.ant.taskdefs.optional.junit.CompoundEnumeration;18;2;2;0.2500;0;0.0;7
org.apache.tools.ant.taskdefs.optional.native2ascii.DefaultNative2Ascii;20;4;0;0.0000;0;1.0;6
org.apache.tools.ant.types.resources.First;0;0;0;0;0;0;0
org.apache.tools.ant.ProjectComponent;21;2;1;0.5000;0;1.0;7
