Method;TargetClass;ATFD;ATSD;FDP;DIST_EC;DIST_TC;LOC_M;LOC_EC;LOC_TC
net.sourceforge.pmd.cpd.CSVRenderer.render(java.util.Iterator<net.sourceforge.pmd.cpd.Match>);net.sourceforge.pmd.cpd.TokenEntry;2;1;3;0.9375;0.9;23;29;51
net.sourceforge.pmd.lang.vm.rule.basic.AvoidReassigningParametersRule.visit(java.lang.Object, net.sourceforge.pmd.lang.vm.ast.ASTDirective);net.sourceforge.pmd.lang.rule.AbstractRule;0;0;0;0;0;0;0;0
net.sourceforge.pmd.lang.rule.xpath.JaxenXPathRuleQuery.initializeXPathExpression(net.sourceforge.pmd.lang.rule.xpath.Navigator);net.sourceforge.pmd.lang.rule.xpath.AbstractXPathRuleQuery;0;0;0;0;0;0;0;0
net.sourceforge.pmd.lang.plsql.symboltable.LocalScope.addNameOccurrence(net.sourceforge.pmd.lang.symboltable.NameOccurrence);net.sourceforge.pmd.lang.plsql.ast.ASTName;0;0;0;0;0;0;0;0
net.sourceforge.pmd.lang.jsp.rule.JspRuleChainVisitor.indexNodes(java.util.List<net.sourceforge.pmd.lang.ast.Node>, net.sourceforge.pmd.RuleContext);net.sourceforge.pmd.lang.jsp.ast.JspParserVisitorAdapter;1;1;2;1.0;1.0;12;24;67
net.sourceforge.pmd.lang.java.rule.imports.DuplicateImportsRule.visit(java.lang.Object, net.sourceforge.pmd.lang.java.ast.ASTCompilationUnit);net.sourceforge.pmd.lang.java.rule.ImportWrapper;2;3;3;0.8666666666666667;0.8666666666666667;19;54;27
net.sourceforge.pmd.lang.java.rule.sunsecure.ArrayIsStoredDirectlyRule.checkForDirectAssignment(java.lang.Object, java.util.List<net.sourceforge.pmd.lang.java.ast.ASTBlockStatement>, net.sourceforge.pmd.lang.java.ast.ASTFormalParameter);net.sourceforge.pmd.lang.java.rule.sunsecure.AbstractSunSecureRule;0;0;0;0;0;0;0;0
net.sourceforge.pmd.lang.java.ast.ASTVariableDeclaratorId.getTypeNode();net.sourceforge.pmd.lang.java.ast.ASTFormalParameter;1;0;2;1.0;0.9230769230769231;12;59;52
net.sourceforge.pmd.lang.plsql.rule.codesize.TooManyFieldsRule.visit(java.lang.Object, net.sourceforge.pmd.lang.plsql.ast.ASTTypeSpecification);net.sourceforge.pmd.lang.ast.AbstractNode;0;0;0;0;0;0;0;0
net.sourceforge.pmd.dcd.graph.NodeVisitorAdapter.visitUses(java.lang.Object, net.sourceforge.pmd.dcd.graph.MemberNode);net.sourceforge.pmd.dcd.graph.MemberNode;1;1;1;1.0;0.9375;6;53;56
net.sourceforge.pmd.SourceCodeProcessor.usesTypeResolution(net.sourceforge.pmd.lang.ast.Node, net.sourceforge.pmd.Language, net.sourceforge.pmd.LanguageVersion, net.sourceforge.pmd.RuleSets);net.sourceforge.pmd.benchmark.Benchmarker;0;0;0;0;0;0;0;0
net.sourceforge.pmd.lang.ecmascript.ast.ASTName.isVariableDeclaration();net.sourceforge.pmd.lang.ecmascript.ast.ASTVariableInitializer;0;0;0;0;0;0;0;0
net.sourceforge.pmd.lang.java.rule.strings.InsufficientStringBufferDeclarationRule.processNode(net.sourceforge.pmd.lang.ast.Node);net.sourceforge.pmd.lang.ast.AbstractNode;2;0;1;1.0;0.9444444444444444;19;229;217
net.sourceforge.pmd.lang.plsql.dfa.VariableAccessVisitor.addAccess(net.sourceforge.pmd.lang.dfa.DataFlowNode, net.sourceforge.pmd.lang.symboltable.NameOccurrence);net.sourceforge.pmd.lang.dfa.VariableAccess;0;0;0;0;0;0;0;0
net.sourceforge.pmd.lang.java.dfa.DataFlowFacade.initializeWith(net.sourceforge.pmd.lang.DataFlowHandler, net.sourceforge.pmd.lang.java.ast.ASTCompilationUnit);net.sourceforge.pmd.lang.java.ast.ASTCompilationUnit;1;0;1;1.0;1.0;5;15;28
net.sourceforge.pmd.lang.java.typeresolution.ClassTypeResolver.visit(java.lang.Object, net.sourceforge.pmd.lang.java.ast.ASTEqualityExpression);net.sourceforge.pmd.lang.java.ast.JavaParserVisitorAdapter;1;1;1;1.0;1.0;4;454;325
net.sourceforge.pmd.renderers.HTMLRenderer.glomProcessingErrors(java.io.Writer, java.util.List<net.sourceforge.pmd.Report.ProcessingError>);net.sourceforge.pmd.Report;2;0;2;1.0;0.95;23;119;180
net.sourceforge.pmd.lang.java.rule.imports.DontImportJavaLangRule.visit(java.lang.Object, net.sourceforge.pmd.lang.java.ast.ASTImportDeclaration);net.sourceforge.pmd.lang.ast.AbstractNode;1;0;3;1.0;0.9722222222222222;20;20;217
net.sourceforge.pmd.lang.java.rule.design.CloseResourceRule.ensureClosed(java.lang.Object, net.sourceforge.pmd.lang.java.ast.ASTLocalVariableDeclaration, net.sourceforge.pmd.lang.java.ast.ASTVariableDeclaratorId);net.sourceforge.pmd.lang.java.ast.ASTTryStatement;0;0;0;0;0;0;0;0
net.sourceforge.pmd.util.viewer.gui.menu.AttributesSubMenu.init();net.sourceforge.pmd.lang.ast.xpath.AttributeAxisIterator;2;1;3;0.8571428571428572;0.8666666666666667;7;13;60
