Method;Class;FDP;NIM_D;NAA_D;DISTANCE_D;LOC_D;NMD_D;NAD_D;NIM_E;NAA_E;DISTANCE_E;LOC_E;NMD_E;NAD_E
org.gjt.sp.jedit.buffer.PositionManager.PosBottomHalf.checkInvariants();org.gjt.sp.jedit.buffer.PositionManager;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.textarea.JEditTextArea.goToMatchingBracket();org.gjt.sp.jedit.TextUtilities;0;3;3;0.9748;2541;189;56;1;0;1.0000;351;11;7
org.gjt.sp.jedit.jEdit.propertiesChanged();org.gjt.sp.jedit.buffer.JEditBuffer;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.search.AllBufferSet._getFiles(Component);org.gjt.sp.jedit.Buffer;2;0;1;0.8000;28;2;1;0;2;0.9868;1437;122;46
org.gjt.sp.jedit.search.HyperSearchResults.MouseHandler.showPopupMenu(MouseEvent);org.gjt.sp.jedit.search.HyperSearchOperationNode;0;0;0;0;0;0;0;0;0;0;0;0;0
macos.Delegate.MacrosMenu.updateMenu();org.gjt.sp.jedit.Macros;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.menu.EnhancedCheckBoxMenuItem.MouseHandler.mouseReleased(MouseEvent);org.gjt.sp.jedit.View;1;0;1;0.8000;19;3;1;0;1;0.9821;489;37;29
org.gjt.sp.jedit.menu.EnhancedMenuItem.MouseHandler.mouseReleased(MouseEvent);org.gjt.sp.jedit.View;1;0;1;0.8000;19;3;1;0;1;0.9821;489;37;29
org.gjt.sp.jedit.textarea.DisplayManager.init();org.gjt.sp.jedit.textarea.RangeMap;0;0;0;0;0;0;0;0;0;0;0;0;0
bsh.Parser.ThrowStatement();bsh.JJTParserState;2;4;1;0.9886;6765;404;25;4;0;0.8333;74;10;5
org.gjt.sp.jedit.textarea.JEditTextArea.userInput(char);org.gjt.sp.jedit.buffer.JEditBuffer;0;0;0;0;0;0;0;0;0;0;0;0;0
bsh.Parser.InstanceOfExpression();bsh.Token;4;6;4;0.9771;6765;404;25;0;1;0.9565;9;1;8
org.gjt.sp.jedit.textarea.Gutter.MouseHandler.mousePressed(MouseEvent);org.gjt.sp.jedit.textarea.TextAreaPainter;5;0;1;0.9630;69;5;3;0;1;0.9865;298;32;31
org.gjt.sp.jedit.OptionGroup.addOptionPane(String);org.gjt.sp.jedit.jEdit;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.buffer.PositionManager.PosBottomHalf.compareTo(Object);org.gjt.sp.jedit.buffer.PositionManager;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.textarea.JEditTextArea.addNotify();org.gjt.sp.jedit.buffer.JEditBuffer;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.buffer.BufferSaveRequest.run();org.gjt.sp.jedit.jEdit;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.textarea.JEditTextArea.smartHome(boolean);org.gjt.sp.jedit.gui.InputHandler;2;3;1;0.9833;2541;189;56;0;1;0.9583;144;13;7
org.gjt.sp.jedit.jEdit.closeAllBuffers(View, boolean);org.gjt.sp.jedit.Buffer;4;1;3;1.0000;1482;96;27;4;5;0.9600;1437;122;46
org.gjt.sp.jedit.browser.VFSBrowser.FavoritesMenuButton.createPopupMenu();org.gjt.sp.jedit.io.VFSFile;0;0;0;0;0;0;0;0;0;0;0;0;0
bsh.BSHFormalParameters.insureParsed();bsh.BSHFormalParameter;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.gui.DockablePanel.ResizeMouseHandler.mouseMoved(MouseEvent);org.gjt.sp.jedit.gui.PanelWindowContainer;0;0;0;0;0;0;0;0;0;0;0;0;0
bsh.Parser.InstanceOfExpression();bsh.JJTParserState;4;6;4;0.9771;6765;404;25;2;0;0.9333;74;10;5
installer.CBZip2InputStream.hbCreateDecodeTables(int[], int[], int[], char[], int, int, int);installer.BZip2Constants;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.gui.PanelWindowContainer.ButtonLayout.preferredLayoutSize(Container);org.gjt.sp.jedit.gui.PanelWindowContainer;2;0;0;1.0000;81;5;0;0;1;0.9524;119;8;13
bsh.BSHArrayDimensions.eval(Class, CallStack, Interpreter);bsh.Interpreter;0;1;1;0.6667;40;3;3;1;0;1.0000;443;39;17
bsh.BSHAllocationExpression.objectArrayAllocation(BSHAmbiguousName, BSHArrayDimensions, CallStack, Interpreter);bsh.BSHAmbiguousName;1;1;0;0.9091;71;7;0;2;0;0.8182;21;6;1
bsh.Parser.jj_3R_147();bsh.ParserConstants;1;1;3;0.9907;6765;404;25;0;1;0.9919;0;0;120
org.gjt.sp.jedit.help.HelpViewer.ActionHandler.actionPerformed(ActionEvent);org.gjt.sp.jedit.help.HelpViewer;0;0;0;0;0;0;0;0;0;0;0;0;0
gnu.regexp.RETokenOneOf.match(CharIndexed, REMatch);gnu.regexp.CharIndexed;2;0;2;0.8571;69;3;2;1;1;0.8333;3;3;1
installer.TarEntry.setModTime(long);installer.TarHeader;0;0;0;0;0;0;0;0;0;0;0;0;0
org.objectweb.asm.ClassWriter.newInteger(int);org.objectweb.asm.Item;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.pluginmgr.MirrorListHandler.endDocument();org.gjt.sp.jedit.pluginmgr.MirrorList;0;0;1;0.9524;67;11;9;1;0;0.8000;17;2;1
org.gjt.sp.jedit.PerspectiveManager.loadPerspective(boolean);com.microstar.xml.XmlException;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.textarea.FastRepaintManager.prepareGraphics(Rectangle, int, Graphics2D);org.gjt.sp.jedit.textarea.JEditTextArea;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.search.DirectoryListSet._getFiles(Component);org.gjt.sp.jedit.io.VFS;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.gui.StatusBar.updateCaretStatus();org.gjt.sp.jedit.textarea.JEditTextArea;0;0;0;0;0;0;0;0;0;0;0;0;0
bsh.ClassGeneratorUtil.generateReturnCode(String, CodeVisitor);org.objectweb.asm.CodeVisitor;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.io.VFS.copy(ProgressObserver, VFS, Object, String, VFS, Object, String, Component, boolean);org.gjt.sp.jedit.io.VFSManager;0;0;0;0;0;0;0;0;0;0;0;0;0
bsh.Parser.ConditionalExpression();bsh.ParserTreeConstants;2;7;4;0.9772;6765;404;25;0;1;0.9811;0;0;37
org.gjt.sp.jedit.PluginJAR.startPlugin();org.gjt.sp.jedit.buffer.JEditBuffer;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.options.EditingOptionPane._init();org.gjt.sp.jedit.MiscUtilities;1;0;12;0.2941;66;2;12;0;0;1.0000;496;36;0
org.gjt.sp.jedit.search.SearchAndReplace.record(View, String, boolean, boolean);org.gjt.sp.jedit.search.SearchFileSet;1;0;8;1.0000;414;23;9;1;0;0.8571;5;5;0
bsh.BSHPrimarySuffix.getIndexAux(Object, CallStack, Interpreter, SimpleNode);bsh.Interpreter;0;0;0;1.0000;80;5;7;1;0;1.0000;443;39;17
org.gjt.sp.jedit.textarea.RangeMap.put(int, int, int[]);org.gjt.sp.util.Log;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.gui.AddAbbrevDialog.ActionHandler.actionPerformed(ActionEvent);org.gjt.sp.jedit.gui.AddAbbrevDialog;3;0;0;1.0000;22;1;0;0;4;0.6364;36;0;5
bsh.Primitive.longUnaryOperation(Long, int);bsh.ParserConstants;1;0;0;1.0000;449;25;3;0;5;0.9583;0;0;120
gnu.regexp.RETokenBackRef.match(CharIndexed, REMatch);gnu.regexp.REMatch;1;0;1;0.8889;21;2;2;0;3;0.8750;95;12;8
org.gjt.sp.jedit.menu.EnhancedMenuItem.MouseHandler.mouseEntered(MouseEvent);org.gjt.sp.jedit.GUIUtilities;2;0;1;0.8333;19;3;1;1;0;1.0000;391;38;7
bsh.Parser.MethodInvocation();bsh.ParserTreeConstants;1;4;1;0.9885;6765;404;25;0;1;0.9783;0;0;37
org.gjt.sp.jedit.textarea.JEditTextArea.fireStatusChanged(int, boolean);org.gjt.sp.util.Log;0;0;0;0;0;0;0;0;0;0;0;0;0
bsh.SimpleNode.getText();bsh.Token;1;0;2;0.9091;79;15;6;0;2;0.8000;9;1;8
org.gjt.sp.jedit.options.DockingOptionPane._save();org.gjt.sp.jedit.options.WindowTableModel;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.search.SearchBar.propertiesChanged();org.gjt.sp.jedit.GUIUtilities;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.gui.ColorWellButton.ColorPickerDialog.init();org.gjt.sp.jedit.jEdit;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.search.HyperSearchRequest.run();org.gjt.sp.jedit.search.SearchFileSet;2;2;2;0.7500;115;4;6;2;0;0.8462;5;5;0
bsh.JThis.event(String, Object);bsh.NameSpace;0;0;0;1.0000;279;85;0;1;0;0.9825;407;45;12
org.gjt.sp.jedit.buffer.JEditBuffer.remove(int, int);org.gjt.sp.jedit.buffer.UndoManager;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.View.close();org.gjt.sp.jedit.EditBus;0;1;8;0.8364;489;37;29;1;0;1.0000;72;8;4
org.gjt.sp.jedit.browser.VFSBrowser.FavoritesMenuButton.ActionHandler.actionPerformed(ActionEvent);org.gjt.sp.jedit.browser.VFSBrowser;3;0;0;1.0000;28;1;0;2;1;0.9508;521;31;32
org.gjt.sp.jedit.syntax.XModeHandler.endDocument();org.gjt.sp.jedit.syntax.ParserRuleSet;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.textarea.JEditTextArea.recalculateLastPhysicalLine();org.gjt.sp.jedit.textarea.ChunkCache;2;0;7;0.9710;2541;189;56;2;0;0.9310;414;17;7
bsh.BSHAllocationExpression.constructObject(Class, Object[], CallStack);bsh.UtilEvalError;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.menu.FavoritesProvider.update(JMenu);org.gjt.sp.jedit.MiscUtilities;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.gui.KeyEventWorkaround.isMacControl(KeyEvent);org.gjt.sp.jedit.OperatingSystem;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.options.AbbrevsOptionPane.ActionHandler.actionPerformed(ActionEvent);org.gjt.sp.jedit.GUIUtilities;1;0;0;1.0000;35;1;0;0;0;1.0000;391;38;7
org.gjt.sp.jedit.help.HelpIndex.indexDirectory(String);org.gjt.sp.jedit.io.VFSManager;0;0;0;0;0;0;0;0;0;0;0;0;0
com.loomcom.ant.tasks.jarbundler.JarBundler.execute();com.loomcom.ant.tasks.jarbundler.AppBundleProperties.DocumentType;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.Buffer.getDefaultProperty(String);org.gjt.sp.jedit.Mode;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.GUIUtilities.loadMenuItem(String, boolean);org.gjt.sp.jedit.jEdit;0;0;0;1.0000;391;38;7;2;0;1.0000;1482;96;27
org.gjt.sp.jedit.MiscUtilities.pathsEqual(String, String);org.gjt.sp.jedit.io.VFSManager;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.help.HelpSearchPanel.ActionHandler.actionPerformed(ActionEvent);org.gjt.sp.jedit.jEdit;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.View.unsplitCurrent();org.gjt.sp.jedit.GUIUtilities;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.textarea.TextAreaTransferHandler.exportDone(JComponent, Transferable, int);org.gjt.sp.jedit.textarea.JEditTextArea;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.textarea.JEditTextArea.fireStatusChanged(int, boolean);org.gjt.sp.jedit.textarea.StatusListener;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.gui.StatusBar.MouseHandler.mouseClicked(MouseEvent);org.gjt.sp.jedit.textarea.JEditTextArea;1;0;0;1.0000;32;1;0;3;0;0.9880;2541;189;56
bsh.Parser.getNextToken();bsh.Token;1;0;4;0.9908;6765;404;25;0;1;0.9231;9;1;8
org.gjt.sp.jedit.search.SearchDialog.load();org.gjt.sp.jedit.jEdit;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.View.updateGutterBorders();org.gjt.sp.jedit.textarea.JEditTextArea;2;1;0;0.9821;489;37;29;0;1;0.9959;2541;189;56
org.gjt.sp.jedit.browser.BrowserCommandsMenu.createEncodingMenu();org.gjt.sp.jedit.jEdit;0;0;0;0;0;0;0;0;0;0;0;0;0
bsh.BSHPrimarySuffix.doName(Object, boolean, CallStack, Interpreter);bsh.BSHArguments;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.pluginmgr.InstallPanel.InstallButton.actionPerformed(ActionEvent);org.gjt.sp.jedit.GUIUtilities;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.menu.RecentFilesProvider.update(JMenu);org.gjt.sp.jedit.BufferHistory;3;0;0;1.0000;48;2;0;0;1;1.0000;136;8;3
installer.TarEntry.setUserId(int);installer.TarHeader;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.buffer.BufferSaveRequest.run();org.gjt.sp.jedit.io.VFS;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.options.AppearanceOptionPane._init();org.gjt.sp.jedit.jEdit;1;1;7;0.3333;59;3;7;3;0;1.0000;1482;96;27
bsh.Parser.jj_3R_78();bsh.ParserConstants;1;2;3;0.9885;6765;404;25;0;2;0.9840;0;0;120
org.gjt.sp.jedit.BeanShell.init();org.gjt.sp.util.Log;2;2;3;1.0000;256;17;5;1;1;1.0000;135;9;13
bsh.ClassGeneratorUtil.generateClass();org.objectweb.asm.Type;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.search.SearchAndReplace.record(View, String, boolean, boolean);org.gjt.sp.jedit.View;1;0;8;1.0000;414;23;9;0;1;0.9821;489;37;29
org.gjt.sp.jedit.ActionListHandler.endElement(String);org.gjt.sp.jedit.ActionSet;0;2;6;0.5789;72;10;8;1;0;0.9500;48;8;2
org.gjt.sp.jedit.textarea.Selection.Rect.setText(JEditBuffer, String);org.gjt.sp.jedit.MiscUtilities;0;0;0;0;0;0;0;0;0;0;0;0;0
bsh.BSHPrimaryExpression.eval(boolean, CallStack, Interpreter);bsh.UtilEvalError;0;0;0;0;0;0;0;0;0;0;0;0;0
bsh.Parser.jj_3R_121();bsh.ParserConstants;1;2;3;0.9885;6765;404;25;0;2;0.9840;0;0;120
org.gjt.sp.jedit.gui.StatusBar.MouseHandler.mouseClicked(MouseEvent);org.gjt.sp.jedit.gui.StatusBar;1;0;0;1.0000;32;1;0;0;8;0.7419;156;10;14
org.objectweb.asm.Label.resolve(CodeWriter, int, byte[]);org.objectweb.asm.CodeWriter;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.options.ShortcutsOptionPane.initModels();org.gjt.sp.jedit.ActionSet;1;1;2;0.7857;65;6;5;2;1;0.8000;48;8;2
org.objectweb.asm.ClassWriter.newUTF8(String);org.objectweb.asm.ByteVector;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.textarea.JEditTextArea.smartHome(boolean);org.gjt.sp.jedit.Macros.Recorder;2;3;1;0.9833;2541;189;56;0;0;1.0000;56;6;4
bsh.Reflect.findMostSpecificMethod(String, Class[], Method[], boolean);bsh.Interpreter;0;1;0;1.0000;414;36;0;1;0;1.0000;443;39;17
org.gjt.sp.jedit.textarea.JEditTextArea.goToPrevCharacter(boolean);org.gjt.sp.jedit.textarea.DisplayManager;0;0;0;0;0;0;0;0;0;0;0;0;0
macos.Delegate.RecentDirMenu.updateMenu();org.gjt.sp.jedit.jEdit;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.gui.LogViewer.LogList.processMouseMotionEvent(MouseEvent);org.gjt.sp.jedit.gui.LogViewer;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.Macros.runScript(View, String, boolean);org.gjt.sp.jedit.MiscUtilities;0;0;0;0;0;0;0;0;0;0;0;0;0
bsh.Parser.InclusiveOrExpression();bsh.ParserConstants;4;5;4;0.9795;6765;404;25;0;2;0.9851;0;0;120
org.gjt.sp.jedit.textarea.MouseHandler.mouseDragged(MouseEvent);org.gjt.sp.jedit.buffer.JEditBuffer;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.menu.EnhancedCheckBoxMenuItem.MouseHandler.mouseEntered(MouseEvent);org.gjt.sp.jedit.View;2;0;1;0.8333;19;3;1;0;1;0.9825;489;37;29
org.gjt.sp.jedit.browser.FileCellRenderer.getTableCellRendererComponent(JTable, Object, boolean, boolean, int, int);org.gjt.sp.jedit.io.VFSFile;0;0;0;0;0;0;0;0;0;0;0;0;0
bsh.ClassGeneratorImpl.ClassNodeFilter.isStatic(SimpleNode);bsh.BSHTypedVariableDeclaration;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.gui.ActionBar.ActionHandler.actionPerformed(ActionEvent);org.gjt.sp.jedit.View;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.buffer.JEditBuffer.setFoldHandler(FoldHandler);org.gjt.sp.jedit.buffer.LineManager;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.gui.InputHandler.invokeAction(EditAction);org.gjt.sp.jedit.Macros.Recorder;2;1;7;0.7742;144;13;7;1;0;0.9667;56;6;4
org.gjt.sp.jedit.Macros.addMacro(File, String, Vector);org.gjt.sp.util.Log;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.pluginmgr.InstallPanel.PluginTableModel.getColumnName(int);org.gjt.sp.jedit.jEdit;0;0;0;0;0;0;0;0;0;0;0;0;0
installer.TarEntry.getGroupName();installer.TarHeader;0;0;0;0;0;0;0;0;0;0;0;0;0
installer.TarEntry.parseTarHeader(TarHeader, byte[]);installer.TarHeader;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.jEdit.loadModeCatalog(String, boolean);org.gjt.sp.util.Log;3;0;0;1.0000;1482;96;27;1;2;1.0000;135;9;13
org.gjt.sp.jedit.pluginmgr.PluginManagerProgress.WindowHandler.windowClosing(WindowEvent);org.gjt.sp.jedit.pluginmgr.PluginManagerProgress;1;0;0;1.0000;10;2;1;0;1;0.9444;110;7;10
org.gjt.sp.jedit.View.getSplitConfig(JSplitPane, StringBuffer);org.gjt.sp.jedit.MiscUtilities;2;1;0;1.0000;489;37;29;0;0;1.0000;496;36;0
org.gjt.sp.jedit.View.updateTitle();org.gjt.sp.jedit.OperatingSystem;2;1;1;0.9649;489;37;29;0;0;1.0000;24;7;8
org.gjt.sp.jedit.gui.OptionsDialog.valueChanged(TreeSelectionEvent);org.gjt.sp.jedit.jEdit;1;0;3;0.8636;176;10;9;1;0;1.0000;1482;96;27
bsh.Parser.EnhancedForStatement();bsh.Token;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.options.ViewOptionPane.ActionHandler.actionPerformed(ActionEvent);org.gjt.sp.jedit.options.ViewOptionPane;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.PluginJAR.checkDependencies();org.gjt.sp.jedit.EditPlugin;0;0;0;0;0;0;0;0;0;0;0;0;0
bsh.EvalError.getErrorLineNumber();bsh.SimpleNode;0;0;1;0.9231;55;9;2;1;0;0.9545;79;15;6
org.gjt.sp.jedit.browser.VFSBrowser.ActionHandler.actionPerformed(ActionEvent);org.gjt.sp.jedit.browser.BrowserView;2;0;0;1.0000;23;1;0;1;0;0.9808;176;12;14
org.gjt.sp.jedit.gui.HistoryTextField.MouseHandler.mousePressed(MouseEvent);org.gjt.sp.jedit.gui.HistoryTextField;1;0;1;0.8000;20;4;1;0;1;0.9565;197;11;7
bsh.ParserTokenManager.jjMoveStringLiteralDfa18_0(long, long, long, long);bsh.JavaCharStream;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.jEdit.saveSettings();org.gjt.sp.jedit.MiscUtilities;1;1;5;1.0000;1482;96;27;1;0;1.0000;496;36;0
org.gjt.sp.jedit.pluginmgr.ManagePanel.HelpButton.valueChanged(ListSelectionEvent);org.gjt.sp.jedit.EditPlugin;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.EditPane.handleBufferUpdate(BufferUpdate);org.gjt.sp.jedit.View;6;2;5;0.8056;242;13;6;0;2;0.9737;489;37;29
org.gjt.sp.jedit.Buffer.removeMarker(int);org.gjt.sp.jedit.msg.BufferUpdate;1;3;2;0.9733;1437;122;46;0;1;1.0000;18;2;13
bsh.Reflect.resolveJavaMethod(BshClassManager, Class, Object, String, Object[], boolean);bsh.Types;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.search.SearchBar.ActionHandler.actionPerformed(ActionEvent);org.gjt.sp.jedit.jEdit;1;0;0;1.0000;14;1;0;1;0;1.0000;1482;96;27
bsh.Parser.jj_3R_216();bsh.ParserConstants;1;1;3;0.9907;6765;404;25;0;1;0.9919;0;0;120
macos.menu.MacOSMenu.update(JMenu);org.gjt.sp.jedit.jEdit;0;0;0;0;0;0;0;0;0;0;0;0;0
org.gjt.sp.jedit.browser.VFSBrowser.handleMessage(EBMessage);org.gjt.sp.jedit.msg.VFSUpdate;1;3;3;0.9000;521;31;32;0;1;0.9000;11;1;1
