Class;LOC;NMD;NAD;LCOM5;NADC;ATFD;WMC
org.apache.lucene.search.Query;0;0;0;0;0;0;0
org.apache.lucene.index.MultiReader;122;17;6;0.7083;0;1.0;41
org.apache.lucene.analysis.PerFieldAnalyzerWrapper;0;0;0;0;0;0;0
org.apache.lucene.analysis.ru.RussianCharsets;0;0;0;0;0;0;0
org.apache.lucene.index.TermEnum;0;0;0;0;0;0;0
org.apache.lucene.search.ScoreDoc;0;0;0;0;0;0;0
org.apache.lucene.search.BooleanScorer;0;0;0;0;0;0;0
org.apache.lucene.index.MultipleTermPositions;0;0;0;0;0;0;0
org.apache.lucene.index.TermInfosReader;0;0;0;0;0;0;0
org.apache.lucene.index.Term;0;0;0;0;0;0;0
org.apache.lucene.search.PhraseQuery;0;0;0;0;0;0;0
org.apache.lucene.search.SortComparator;0;0;0;0;0;0;0
org.apache.lucene.search.FieldDoc;0;0;0;0;0;0;0
org.apache.lucene.search.QueryFilter;0;0;0;0;0;0;0
org.apache.lucene.analysis.standard.FastCharStream;0;0;0;0;0;0;0
org.apache.lucene.search.HitCollector;0;0;0;0;0;0;0
org.apache.lucene.document.Document;0;0;0;0;0;0;0
org.apache.lucene.search.Hits;0;0;0;0;0;0;0
org.apache.lucene.analysis.PorterStemmer;0;0;0;0;0;0;0
org.apache.lucene.queryParser.QueryParser;0;0;0;0;0;0;0
org.apache.lucene.analysis.ru.RussianLetterTokenizer;0;0;0;0;0;0;0
org.apache.lucene.search.SortField;0;0;0;0;0;0;0
org.apache.lucene.index.FieldInfos;0;0;0;0;0;0;0
org.apache.lucene.queryParser.Token;0;0;0;0;0;0;0
org.apache.lucene.search.spans.SpanFirstQuery;0;0;0;0;0;0;0
org.apache.lucene.index.SegmentInfo;0;0;0;0;0;0;0
org.apache.lucene.search.FuzzyQuery;0;0;0;0;0;0;0
org.apache.lucene.search.Searchable;0;0;0;0;0;0;0
org.apache.lucene.index.TermVectorsReader;0;0;0;0;0;0;0
org.apache.lucene.search.WildcardQuery;0;0;0;0;0;0;0
org.apache.lucene.analysis.standard.ParseException;0;0;0;0;0;0;0
org.apache.lucene.analysis.standard.StandardAnalyzer;0;0;0;0;0;0;0
org.apache.lucene.index.CompoundFileReader;0;0;0;0;0;0;0
org.apache.lucene.analysis.standard.StandardTokenizerConstants;0;0;0;0;0;0;0
org.apache.lucene.index.SegmentMergeInfo;0;0;0;0;0;0;0
org.apache.lucene.search.ConjunctionScorer;0;0;0;0;0;0;0
org.apache.lucene.index.DocumentWriter;0;0;0;0;0;0;0
org.apache.lucene.store.FSOutputStream;0;0;0;0;0;0;0
org.apache.lucene.document.DateField;0;0;0;0;0;0;0
org.apache.lucene.index.TermDocs;0;0;0;0;0;0;0
org.apache.lucene.search.RangeQuery;0;0;0;0;0;0;0
org.apache.lucene.store.OutputStream;0;0;0;0;0;0;0
org.apache.lucene.analysis.standard.StandardTokenizer;0;0;0;0;0;0;0
org.apache.lucene.search.ScoreDocComparator;0;0;0;0;0;0;0
org.apache.lucene.analysis.ru.RussianLowerCaseFilter;0;0;0;0;0;0;0
org.apache.lucene.search.spans.SpanNotQuery;0;0;0;0;0;0;0
org.apache.lucene.store.RAMDirectory;0;0;0;0;0;0;0
org.apache.lucene.index.TermPositionVector;0;0;0;0;0;0;0
org.apache.lucene.util.PriorityQueue;0;0;0;0;0;0;0
org.apache.lucene.index.SegmentMergeQueue;0;0;0;0;0;0;0
org.apache.lucene.queryParser.ParseException;0;0;0;0;0;0;0
org.apache.lucene.index.Posting;0;0;0;0;0;0;0
org.apache.lucene.store.Lock;0;0;0;0;0;0;0
org.apache.lucene.search.PhrasePrefixQuery;0;0;0;0;0;0;0
org.apache.lucene.search.ExactPhraseScorer;0;0;0;0;0;0;0
org.apache.lucene.analysis.WhitespaceTokenizer;6;1;0;0.0000;0;0.0;2
org.apache.lucene.search.FieldSortedHitQueue;0;0;0;0;0;0;0
org.apache.lucene.index.MultiTermDocs;75;10;7;0.7571;0;2.0;24
org.apache.lucene.store.FSDirectory;0;0;0;0;0;0;0
org.apache.lucene.analysis.CharTokenizer;32;3;7;1.0476;0;1.0;12
org.apache.lucene.search.Searcher;0;0;0;0;0;0;0
org.apache.lucene.search.spans.SpanNearQuery;0;0;0;0;0;0;0
org.apache.lucene.search.TopDocs;0;0;0;0;0;0;0
org.apache.lucene.analysis.LowerCaseFilter;0;0;0;0;0;0;0
org.apache.lucene.index.SegmentTermEnum;0;0;0;0;0;0;0
org.apache.lucene.search.FieldCache;0;0;0;0;0;0;0
org.apache.lucene.store.FSInputStream;0;0;0;0;0;0;0
org.apache.lucene.search.FieldDocSortedHitQueue;0;0;0;0;0;0;0
