Class;LOC;NMD;NAD;LCOM5;NADC;ATFD;WMC
org.apache.html.dom.HTMLLinkElementImpl;57;18;1;1.0556;0;0.0;19
org.apache.xerces.dom.ElementNSImpl;211;11;5;0.8667;0;11.0;69
org.apache.xerces.parsers.XML11NonValidatingConfiguration;468;24;50;0.9676;1;25.0;132
org.apache.xerces.dom3.as.ASObject;12;12;6;1.0909;0;0.0;12
org.apache.xerces.impl.xpath.regex.Match;79;11;6;0.6667;0;0.0;34
org.apache.wml.dom.WMLEmElementImpl;21;6;1;1.1667;0;0.0;7
org.apache.xerces.impl.dv.xs.FullDVFactory;82;3;2;0.7500;2;38.0;3
org.apache.xerces.parsers.XML11DTDConfiguration;511;24;60;0.9691;1;29.0;133
org.apache.xerces.xs.datatypes.XSQName;2;2;0;0.0000;0;0.0;2
org.apache.xerces.impl.xs.identity.IdentityConstraint;96;12;9;0.9111;1;1.0;34
org.apache.xerces.dom.AttrNSImpl;147;10;5;0.8923;0;8.0;50
org.apache.xerces.parsers.StandardParserConfiguration;76;3;12;0.9861;1;14.0;27
org.apache.wml.dom.WMLPrevElementImpl;15;4;1;1.2500;0;0.0;5
org.apache.xerces.dom.DOMErrorImpl;32;2;6;0.9074;1;5.0;10
org.apache.wml.WMLUElement;2;2;0;0.0000;0;0.0;2
org.apache.html.dom.HTMLTextAreaElementImpl;70;22;1;1.0455;0;0.0;27
org.apache.xml.serialize.Printer;154;16;8;0.6838;0;0.0;45
org.apache.wml.WMLIElement;2;2;0;0.0000;0;0.0;2
org.apache.html.dom.HTMLHeadingElementImpl;9;2;1;1.5000;0;0.0;3
org.apache.html.dom.HTMLLIElementImpl;15;4;1;1.2500;0;0.0;5
org.apache.xerces.xs.XSTerm;0;0;0;0.0000;0;0.0;0
org.apache.html.dom.HTMLFrameSetElementImpl;15;4;1;1.2500;0;0.0;5
org.apache.xerces.impl.xs.XMLSchemaException;10;0;3;0.8333;0;0.0;3
org.apache.xerces.dom.DeferredNode;1;1;1;0.0000;0;0.0;1
org.apache.xerces.parsers.DOMParserImpl;545;15;18;0.9417;2;56.0;194
org.apache.xerces.impl.dtd.XMLDTDDescription;76;4;2;0.3750;1;4.0;31
org.apache.xml.serialize.HTMLSerializer;437;12;3;0.8431;1;27.0;154
org.apache.xerces.impl.xs.util.XSGrammarPool;13;1;0;0.0000;0;4.0;6
org.apache.xerces.dom.DeferredElementNSImpl;40;2;2;0.6667;0;2.0;6
org.apache.wml.dom.WMLAccessElementImpl;27;8;1;1.1250;0;0.0;9
org.apache.xerces.impl.dv.InvalidDatatypeValueException;3;0;1;0.0000;0;0.0;1
org.apache.xerces.jaxp.UnparsedEntityHandler;0;0;0;0;0;0;0
org.apache.xerces.dom3.as.ASNotationDeclaration;4;4;0;0.0000;0;0.0;4
org.apache.xerces.dom.DeferredAttrImpl;23;2;2;0.6667;0;0.0;4
org.apache.xerces.dom.ObjectFactory;237;7;5;0.9000;0;1.0;58
org.apache.xerces.impl.XMLScanner;767;30;33;0.9519;1;13.0;231
org.apache.xerces.dom.ASDOMImplementationImpl;13;3;1;1.0000;0;2.0;4
