Learning rate;Beta;Gamma;Filters;Kernel;Pool;Dense;F-measure
0.00434490981858;0.00580588964769;4;[39, 41];[2, 2];[10, 2];[10];0.1144114411441144
0.379415501939;0.420449003014;4;[60];[3];[2];[6, 6];0.10955414012738854
0.478397503012;0.320775696918;9;[29, 15];[4, 3];[2, 5];[24, 18, 9];0.10844892812105926
0.0048421469027;0.0544018594761;1;[58, 41];[2, 3];[5, 10];[68, 12];0.10586011342155008
0.280257087772;0.00660158143748;9;[53];[2];[10];[48];0.10370370370370371
0.00669176783806;0.00327788132948;10;[19];[3];[5];[76, 34];0.0923076923076923
0.00541841988226;0.00598030553967;7;[40, 34];[3, 4];[5, 10];[95, 88];0.09048361934477378
0.00388970883832;0.00645219346735;4;[21];[3];[10];[53];0.09004329004329004
0.13987558667;0.959659173558;10;[31];[3];[10];[6, 4];0.08743169398907104
0.0040024448259;0.791265748603;1;[37, 36];[4, 4];[2, 10];[88];0.0799347471451876
0.516835699187;0.00539801919799;8;[60, 54];[4, 2];[2, 10];[81];0.06944444444444443
0.013928585964;0.0114581415411;8;[33];[3];[5];[13, 10, 9];0.06884057971014493
0.00405636192909;0.0325729030581;1;[29, 27];[4, 2];[10, 2];[23];0.06376360808709175
0.0681460320406;0.811711814047;4;[39, 38];[4, 2];[2, 10];[37];0.03619047619047619
0.303020940287;0.16895698694;1;[60];[2];[5];[71, 18, 8];0.03619047619047619
0.0953224844796;0.633380850526;7;[33, 26];[4, 2];[10, 5];[62, 38, 30];0.03619047619047619
0.165155202616;0.431576756505;3;[55];[4];[10];[61, 5];0.03475513428120063
0.765240186402;0.011241858997;6;[42, 34];[3, 2];[2, 10];[17];0.027027027027027025
