Learning rate;Beta;Gamma;Filters;Kernel;Pool;Dense;F-measure
0.190776752261;0.097924660952;9;[22, 44];[2, 4];[5, 10];[48, 10];0.4444444444444444
0.234804861004;0.18681570124;6;[24, 12];[3, 3];[5, 5];[33];0.43373493975903615
0.0560416728378;0.159077692819;9;[10, 29];[2, 4];[20, 20];[85, 18, 10];0.42187499999999994
0.186135807869;0.0932642165355;6;[22, 46];[4, 2];[5, 15];[5, 5, 4];0.4180790960451978
0.0233305245195;0.0090934606429;7;[59, 23];[4, 2];[5, 10];[78, 63, 34];0.4177215189873418
0.400763349108;0.0554743947097;6;[52, 30];[2, 3];[5, 5];[71, 28];0.4175824175824176
0.284909903076;0.397764029047;5;[17, 55];[3, 3];[15, 15];[48];0.4150943396226416
0.0638616005455;0.195523731734;9;[29, 53];[2, 4];[15, 10];[11, 8, 7];0.4126984126984127
0.017324929756;0.0145400481196;4;[58, 58];[3, 4];[5, 5];[50, 49, 7];0.4125
0.214438433448;0.00319645780695;4;[41, 58];[2, 4];[15, 5];[72, 22];0.4084507042253521
0.319566503518;0.0934069397124;8;[27, 43];[3, 2];[20, 5];[91, 67, 53];0.40740740740740744
0.0301454577292;0.00796017519784;5;[33, 42];[3, 4];[10, 15];[16, 15];0.40350877192982454
0.0709333306288;0.0135331264172;2;[59, 14];[4, 3];[15, 15];[15, 12, 8];0.3972602739726028
0.023648371625;0.0931889320981;7;[43, 38];[4, 3];[10, 5];[33];0.39506172839506176
0.00946889297137;0.711553429764;9;[43, 18];[4, 3];[15, 5];[51, 38, 38];0.3939393939393939
0.041307380823;0.0213580754335;2;[32, 19];[3, 4];[5, 5];[9];0.39024390243902435
0.324124349247;0.0805957732093;8;[42, 51];[4, 2];[15, 10];[66, 50];0.3888888888888889
0.0498331490177;0.00359964033289;3;[33, 37];[2, 3];[20, 20];[77, 4, 4];0.3870967741935484
0.0467326114486;0.0138378701996;7;[56, 41];[2, 2];[10, 5];[37, 4, 4];0.3862068965517242
0.0654300609975;0.423466529152;6;[36, 16];[3, 2];[5, 15];[63, 56];0.38596491228070173
0.0356225786588;0.566435112661;7;[26, 53];[3, 4];[15, 10];[37];0.38596491228070173
0.295781414023;0.490289174482;9;[53, 41];[3, 4];[10, 15];[68, 68];0.3802816901408451
0.353559195446;0.337779308073;6;[35, 27];[3, 2];[20, 10];[99];0.3787878787878788
0.128081961776;0.0049338572139;2;[52, 35];[2, 4];[20, 15];[95];0.37606837606837606
0.0836831682593;0.210150631327;7;[48, 52];[4, 4];[10, 20];[63, 61];0.375
0.105607475037;0.131562051848;8;[33, 53];[2, 3];[5, 15];[5, 5, 5];0.3731343283582089
0.0387505310496;0.0628220274094;2;[37, 20];[4, 2];[5, 5];[51, 31, 18];0.37142857142857144
0.080727270986;0.0144539646624;4;[36, 25];[3, 3];[10, 20];[7];0.36842105263157887
0.00896427892172;0.111083245946;8;[15, 29];[2, 3];[15, 5];[55, 39];0.36641221374045807
0.0230989397349;0.0297325429415;3;[17, 46];[4, 2];[10, 15];[56];0.36633663366336633
0.00711027240988;0.0663067428007;5;[45, 45];[3, 3];[5, 5];[59, 52];0.3636363636363636
0.00942009688571;0.0104019437538;5;[49, 36];[2, 3];[20, 5];[62];0.36257309941520466
0.0211893508718;0.0383934126598;3;[38, 27];[4, 2];[10, 15];[76, 61];0.3614457831325301
0.133024954273;0.0654805818741;7;[42, 32];[2, 4];[10, 15];[78, 41, 22];0.3563218390804598
0.200051790691;0.0181433437027;9;[38, 58];[2, 3];[15, 15];[83, 13, 10];0.35616438356164387
0.439224322798;0.0303123089957;9;[50, 22];[3, 4];[10, 10];[16, 8];0.3492063492063492
0.0240558332244;0.00549744077603;5;[22, 48];[2, 4];[5, 15];[35, 21];0.34838709677419355
0.186262563245;0.0179267657974;1;[31, 32];[2, 4];[5, 5];[87, 80, 51];0.346938775510204
0.00528386524855;0.849343540802;6;[46, 46];[3, 2];[15, 10];[92, 66, 16];0.34615384615384615
0.0327374926655;0.174767277673;3;[17, 35];[2, 2];[20, 5];[26, 5, 5];0.3448275862068965
0.248543476408;0.0239820558903;2;[22, 55];[3, 3];[5, 10];[38];0.33962264150943394
0.040104695603;0.282633965831;6;[21, 55];[3, 3];[5, 5];[48, 15];0.3387096774193548
0.0443202552173;0.341037567683;4;[15, 36];[4, 4];[20, 15];[67];0.33663366336633666
0.221477211067;0.0621615928739;8;[16, 31];[4, 4];[10, 5];[16, 10];0.33548387096774196
0.63646944217;0.21875605778;4;[52, 36];[2, 3];[15, 15];[26];0.33093525179856115
0.34055626156;0.0227852131434;1;[34, 17];[4, 3];[10, 5];[71];0.3287671232876712
0.00864848120865;0.251288215544;5;[40, 49];[4, 2];[10, 20];[79, 66, 41];0.32402234636871513
0.290226901597;0.00885175665438;4;[42, 40];[3, 2];[5, 5];[4, 4];0.31578947368421056
0.507096283659;0.0534264776142;10;[23, 41];[4, 2];[10, 20];[50];0.31438127090301
0.165033563284;0.00662656955174;9;[34, 42];[4, 3];[15, 20];[30, 9];0.3140495867768595
0.00548617106158;0.30415792296;9;[44, 53];[3, 3];[5, 10];[6];0.3137254901960784
0.276679611149;0.00506713283249;6;[37, 59];[3, 4];[20, 20];[75];0.31250000000000006
0.105493745446;0.00497228810015;2;[44, 21];[4, 3];[5, 5];[66, 6];0.3125
0.0121584415641;0.00724786322407;3;[49, 44];[2, 3];[15, 10];[69, 61];0.31226765799256506
0.888770294216;0.0390265630496;6;[25, 34];[3, 3];[20, 10];[6, 6];0.3070539419087137
0.385081869551;0.0148032200632;1;[42, 30];[4, 4];[5, 5];[51];0.30275229357798167
0.0261700867738;0.00440617096412;7;[47, 41];[4, 2];[15, 20];[99, 46, 23];0.3026315789473684
0.0150861448351;0.699228062067;5;[15, 31];[2, 3];[10, 10];[76];0.29687499999999994
0.866618323548;0.0244040853362;2;[36, 51];[3, 3];[5, 5];[34, 17];0.29411764705882354
0.583614930737;0.0200946007232;10;[13, 34];[4, 4];[10, 10];[14];0.27758007117437716
0.0677101161643;0.00776651345415;1;[39, 56];[2, 3];[20, 5];[23, 8, 6];0.2678062678062678
0.0107048090598;0.618600693925;5;[22, 24];[4, 2];[10, 5];[95];0.2611275964391691
0.0199615586125;0.414172929082;2;[45, 12];[2, 2];[5, 15];[33, 32, 29];0.23024830699774268
0.216175702662;0.0123049869628;10;[58, 16];[4, 3];[10, 20];[91];0.22929936305732482
0.0290167938971;0.510460809967;5;[36, 51];[3, 3];[15, 20];[44, 29];0.22222222222222218
0.00796433028017;0.0261047698661;3;[46, 30];[4, 3];[5, 5];[28, 18];0.22113022113022113
0.00778900869782;0.0450956957276;7;[59, 17];[3, 2];[15, 15];[17];0.21666666666666667
0.00731769051196;0.263457889636;7;[12, 51];[4, 4];[10, 15];[27, 18, 10];0.21024258760107817
0.00768965732774;0.00980733019608;3;[27, 25];[3, 4];[5, 5];[43];0.17475728155339804
0.00760004611273;0.0625438842584;3;[37, 23];[4, 2];[15, 20];[96, 25, 6];0.1503131524008351
0.00737079842155;0.0709038382927;2;[41, 42];[4, 4];[5, 20];[24];0.14457831325301204
0.00388477643443;0.0185157336375;8;[50, 34];[2, 2];[20, 5];[14, 14, 5];0.13105413105413105
0.0122907526863;0.00323577766329;4;[33, 21];[2, 2];[5, 15];[25, 7];0.13056379821958458
0.00393083373184;0.00576633282927;10;[57, 16];[3, 3];[5, 10];[9];0.12303290414878398
0.00563935047136;0.022017005466;2;[27, 13];[4, 2];[15, 10];[25];0.11447811447811448
0.00793819360183;0.0178898974523;10;[21, 40];[3, 4];[5, 15];[71, 56, 33];0.1087314662273476
0.00693889210119;0.00971483016445;3;[46, 17];[4, 4];[5, 10];[38, 25];0.10789210789210787
0.00438270190372;0.00720955415335;4;[41, 59];[3, 2];[15, 20];[85, 40, 31];0.09989373007438894
0.00365731177579;0.0373892787754;8;[57, 57];[3, 2];[10, 10];[81, 28, 13];0.0943089430894309
0.846833200492;0.0173840781829;8;[52, 52];[4, 3];[15, 10];[100];0.09029345372460496
0.0309324154648;0.0447958570819;10;[13, 25];[3, 3];[5, 20];[13, 7];0.0802675585284281
0.00384255972723;0.245489448653;10;[38, 25];[2, 3];[15, 20];[62, 11, 4];0.07499999999999998
0.264955531351;0.237480047175;5;[52, 55];[2, 4];[20, 15];[71, 32, 11];0.07397260273972603
0.303617974462;0.700055581828;7;[30, 37];[3, 2];[10, 20];[70];0.07307171853856562
0.00384413117326;0.0258246610372;4;[21, 17];[2, 3];[20, 20];[16];0.06402695871946083
0.386379420341;0.419874754817;6;[21, 17];[2, 4];[20, 15];[23];0.0626865671641791
0.0039107642441;0.0196762405612;4;[45, 48];[4, 3];[15, 20];[32, 31];0.06087735004476275
0.822859745124;0.384582768947;4;[26, 31];[3, 3];[15, 5];[19, 18];0.03619047619047619
0.144845300325;0.846246717722;5;[40, 56];[3, 3];[5, 15];[97];0.03619047619047619
0.201381011551;0.171128382893;1;[33, 54];[3, 3];[20, 10];[24, 8];0.03619047619047619
0.829893128759;0.386741571462;9;[32, 55];[4, 2];[5, 5];[9, 9];0.03619047619047619
0.805608995185;0.711399706245;9;[20, 15];[4, 3];[20, 10];[18, 10];0.03619047619047619
0.263501326578;0.58835432801;4;[49, 50];[3, 4];[5, 20];[95, 83];0.03619047619047619
0.0761091669769;0.368209912216;1;[44, 31];[2, 2];[10, 15];[52, 10];0.03619047619047619
0.348665644734;0.372498326239;3;[13, 23];[4, 2];[5, 10];[36, 35, 15];0.03619047619047619
0.205934636659;0.486078328854;2;[27, 39];[4, 4];[10, 15];[41];0.03619047619047619
0.402937801985;0.922336308201;9;[25, 56];[3, 2];[15, 10];[13, 9, 6];0.03619047619047619
0.0583135585324;0.660940043825;3;[33, 22];[3, 2];[15, 10];[4, 4, 4];0.03619047619047619
0.748518463877;0.598629381909;1;[15, 50];[3, 2];[5, 20];[12, 12, 4];0.03619047619047619
0.118693256504;0.211554883376;2;[52, 58];[3, 2];[10, 10];[17, 4, 4];0.029629629629629627
