Learning rate;Beta;Gamma;Filters;Kernel;Pool;Dense;F-measure
0.00519078131256;0.814524966215;7;[27];[4];[10];[52];0.014297969688304263
0.00470383111716;0.278171825768;1;[19];[3];[10];[86];0.014097619364277164
0.1573076062;0.389575490886;1;[];[];[];[76];0.013360053440213761
0.847883870104;0.316017417618;10;[53];[3];[5];[71, 23];0.013357376611233552
0.173101669568;0.39855270227;10;[23];[3];[2];[21, 5, 5];0.013357376611233552
0.655111840724;0.818431724185;4;[34];[4];[2];[64];0.013357376611233552
0.268466365891;0.279411267642;1;[55];[4];[2];[66];0.013357376611233552
0.169026231001;0.385624378268;2;[35];[4];[5];[71];0.013357376611233552
0.00387380091712;0.102910945961;9;[11];[3];[5];[22];0.013298240753566976
0.00340549439798;0.101175371184;4;[];[];[];[43];0.012449126167105579
0.00738782017406;0.0459119842309;7;[14];[4];[10];[4];0.01083717149823896
0.00670384202081;0.014388997035;1;[];[];[];[20, 12];0.01013143483023001
