Learning rate;Beta;Gamma;Filters;Kernel;Pool;Dense;F-measure
0.00564700916498;0.07036209476;6;[34];[3];[10];[99];0.16597510373443983
0.00609442057405;0.0163278988972;4;[56];[3];[10];[5, 4, 4];0.15827338129496402
0.0293584231513;0.0113450644802;2;[];[];[];[46];0.15471167369901548
0.0482899280493;0.0541455052556;2;[];[];[];[6, 4, 4];0.15299026425591097
0.00527658593993;0.0041200250483;4;[22];[3];[2];[95];0.14165261382799327
0.547755136279;0.462342331228;10;[];[];[];[73];0.14150943396226415
0.00459089789285;0.0260843356165;3;[54];[2];[2];[75];0.14044213263979197
0.00958904438857;0.0191505342573;3;[];[];[];[69];0.1275626423690205
0.0104427618122;0.0041660934689;4;[37];[2];[10];[52];0.1266427718040621
0.0188875894798;0.0187843550868;1;[];[];[];[79, 52, 26];0.12362030905077262
0.00934352794389;0.145840929036;5;[54];[2];[10];[15];0.12295081967213115
0.0571114442107;0.049778697946;1;[];[];[];[12];0.12148481439820025
0.0147323783917;0.0651394282997;8;[22];[4];[2];[25];0.11789473684210527
0.0148760904794;0.0132993688447;1;[];[];[];[66];0.11336032388663966
0.957183207236;0.153127196921;6;[53];[2];[10];[8, 7, 7];0.10965435041716329
0.0249213150155;0.00466235228921;1;[48];[2];[10];[5];0.10374639769452451
0.00606136019313;0.00475662587241;7;[20];[2];[2];[4, 4, 4];0.09978308026030369
0.0110398990774;0.0556277214977;2;[];[];[];[10, 8];0.09770114942528735
0.0110471463577;0.00456730488007;6;[];[];[];[58];0.0930232558139535
0.0032636444957;0.11127884367;8;[24];[3];[10];[17, 17];0.08778173190984578
0.341683759619;0.0101996497202;10;[];[];[];[79];0.08672798948751642
0.0117878892738;0.18035520255;1;[36];[3];[10];[70, 61, 52];0.08568646543330087
0.00360599404007;0.432403775008;5;[25];[3];[2];[29, 5];0.08561020036429873
0.00532005735232;0.00746884035225;9;[];[];[];[100, 9];0.08409986859395534
0.0386700675955;0.0759705488192;1;[];[];[];[8, 8, 5];0.08385370205173952
0.00713813404183;0.107498378099;4;[];[];[];[11, 8];0.08166666666666667
0.0127901224924;0.0247652270538;2;[29];[4];[10];[20, 11];0.0762589928057554
0.00640488255882;0.160257343029;1;[];[];[];[60, 55, 35];0.06446776611694152
0.00564609677744;0.104758375793;7;[];[];[];[76, 18, 4];0.058919803600654665
0.00343871286715;0.204403467448;3;[42];[3];[5];[60, 54];0.05647840531561463
0.00435981431856;0.719632553852;1;[];[];[];[40];0.05571030640668524
0.00622442084465;0.0728712454231;6;[];[];[];[53, 28];0.05128205128205129
0.0171116181995;0.392273813633;1;[];[];[];[4, 4, 4];0.04126370083816892
0.344412011777;0.63369614898;1;[];[];[];[26, 6];0.03619047619047619
0.833779703062;0.0037546715775;10;[];[];[];[100, 43, 27];0.03571428571428571
0.0429754681843;0.678358153002;3;[40];[3];[10];[33, 8];0.03557617942768755
0.02349689054;0.599490067395;4;[35];[2];[5];[34, 16, 11];0.023703703703703703
