Learning rate;Beta;Gamma;Filters;Kernel;Pool;Dense;F-measure
0.875487325359;0.00623440326667;8;[33];[4];[2];[32];nan
0.0110599080646;0.0127769848999;6;[35, 56];[4, 4];[5, 5];[20];0.44827586206896547
0.109856470646;0.197221903261;6;[34];[3];[5];[25, 5];0.42028985507246375
0.130403918484;0.0467223184964;8;[31];[3];[10];[27];0.41935483870967744
0.142631635604;0.163044956268;4;[40, 27];[2, 2];[2, 5];[66, 45];0.4142857142857143
0.0539737248735;0.0255221245514;9;[58, 42];[4, 3];[10, 2];[31, 5, 4];0.41379310344827586
0.0274443915311;0.310272670085;10;[60];[4];[2];[99, 45];0.41025641025641024
0.00778478505488;0.0857640069288;9;[16, 43];[4, 2];[10, 10];[13];0.4076433121019108
0.105914982374;0.00333696233926;8;[21];[3];[2];[50, 18];0.4
0.181155163193;0.0261501538001;2;[17, 55];[2, 4];[2, 2];[14, 11, 9];0.3975903614457832
0.0479589359587;0.125638057676;5;[52];[4];[2];[5, 5, 5];0.39655172413793105
0.1956460385;0.0884045861578;5;[13, 53];[4, 4];[2, 5];[83, 5];0.39195979899497496
0.270686659254;0.335255414726;7;[21, 40];[4, 3];[10, 5];[98];0.3888888888888889
0.0793025841938;0.118471866544;5;[33];[4];[2];[22, 5];0.38323353293413176
0.00645312594504;0.648685151571;7;[38, 15];[3, 2];[5, 10];[60, 54, 19];0.3829787234042553
0.0308170319583;0.273126468934;7;[53, 33];[2, 4];[2, 2];[71];0.37931034482758624
0.187026728514;0.140423052558;9;[30, 31];[4, 4];[2, 5];[53];0.37575757575757573
0.0351416047013;0.0481229860507;2;[48];[4];[10];[92, 36, 33];0.37554585152838427
0.0290129004847;0.230494247627;9;[36];[4];[5];[77, 71, 18];0.375
0.550531785173;0.00552507543092;1;[36, 55];[3, 2];[5, 5];[83, 47];0.37383177570093457
0.662339838047;0.0734207566954;6;[15, 26];[4, 3];[2, 5];[85, 80];0.373015873015873
0.506804937738;0.101321856174;8;[35];[2];[10];[21, 19];0.37037037037037035
0.0156253448646;0.0639230667274;8;[47, 19];[2, 4];[2, 5];[63];0.36
0.0180242110294;0.214709769776;4;[22, 44];[4, 2];[2, 5];[58];0.35071090047393366
0.00627882099956;0.00673293674304;9;[48];[3];[2];[86, 23, 20];0.34965034965034963
0.862684745639;0.0721377495888;5;[42, 58];[3, 3];[10, 5];[57];0.34408602150537637
0.0149149542823;0.0121641464861;4;[32];[3];[10];[66, 30];0.33628318584070793
0.166316091926;0.0128788163497;8;[34, 57];[2, 4];[5, 10];[26, 6];0.33333333333333337
0.00517137829861;0.0427019258685;10;[49, 38];[3, 2];[10, 10];[36, 21];0.3247863247863248
