Learning rate;Beta;Gamma;Filters;Kernel;Pool;Dense;F-measure
0.142995983232;0.0173591902212;8;[];[];[];[44, 31, 4];0.448
0.0200428570944;0.0486150363361;7;[];[];[];[70, 54, 14];0.42187499999999994
0.158144517809;0.124120921773;5;[];[];[];[93];0.42187499999999994
0.0269205739772;0.0494628502393;4;[];[];[];[65, 38];0.42038216560509556
0.0937964264346;0.352834774261;5;[];[];[];[93];0.417910447761194
0.0182588853674;0.523268275457;7;[];[];[];[62, 58, 15];0.4173913043478261
0.0376593064641;0.102294684075;6;[];[];[];[73];0.4148148148148148
0.494634844159;0.284144239203;8;[];[];[];[31, 23, 15];0.4142857142857143
0.074139588863;0.181753847035;5;[];[];[];[100];0.4122137404580153
0.492168494768;0.394360601497;4;[];[];[];[58];0.41025641025641024
0.428125839843;0.0341208204319;5;[];[];[];[85];0.40993788819875776
0.510896976236;0.0133924520143;8;[];[];[];[98];0.4096385542168675
0.143812966336;0.176109901169;6;[];[];[];[59];0.40944881889763785
0.353389990759;0.334206150458;5;[];[];[];[81, 33];0.40740740740740744
0.0373795624022;0.698725917374;10;[];[];[];[9];0.4065040650406504
0.371912557777;0.02472495999;2;[];[];[];[44, 18, 11];0.4055944055944056
0.120691559896;0.334113263019;4;[];[];[];[68];0.4054054054054054
0.438634617114;0.00430851414966;10;[];[];[];[55];0.40211640211640215
0.308363212595;0.309128832388;4;[];[];[];[38];0.39999999999999997
0.150955831921;0.0352436496731;7;[];[];[];[54, 16, 6];0.39751552795031053
0.127684418523;0.0818617915096;2;[];[];[];[84, 57];0.3971631205673759
0.0121850761157;0.987611616955;9;[];[];[];[83];0.39534883720930236
0.0866867124408;0.335106612698;10;[];[];[];[67];0.39316239316239315
0.0752095881679;0.387404986579;9;[];[];[];[69, 45];0.3928571428571429
0.0577720512864;0.0680311079115;4;[];[];[];[51];0.3918918918918919
0.161470375259;0.00940547967763;6;[];[];[];[83, 79];0.3902439024390244
0.173929828767;0.0606750876863;6;[];[];[];[32, 20, 5];0.3875968992248062
0.0319214502632;0.0956347256778;9;[];[];[];[93];0.38333333333333336
0.0197758692322;0.10395064791;9;[];[];[];[80, 72];0.3823529411764706
0.0701437702608;0.04770435131;3;[];[];[];[85, 58, 9];0.380952380952381
0.497937783755;0.0443581990961;8;[];[];[];[90, 54, 45];0.37931034482758624
0.0881908120266;0.00376048439122;7;[];[];[];[90, 12];0.3783783783783784
0.141689369517;0.0485188468129;9;[];[];[];[17];0.3758389261744966
0.13676381571;0.019739616433;5;[];[];[];[59, 8, 4];0.37288135593220334
0.0642541880832;0.31144642083;9;[];[];[];[16];0.37288135593220334
0.027505159452;0.0096995930385;5;[];[];[];[89, 84, 27];0.3709677419354838
0.246520995704;0.00344118061621;3;[];[];[];[63, 51];0.37037037037037035
0.0451444255809;0.0795848208874;10;[];[];[];[25, 10, 7];0.368
0.584125698339;0.44059280974;7;[];[];[];[48, 25, 14];0.36666666666666664
0.0250752996132;0.0100354286436;7;[];[];[];[79, 60, 4];0.36507936507936506
0.0529517208576;0.00883325958118;9;[];[];[];[54];0.36507936507936506
0.0585533777742;0.00451257770201;4;[];[];[];[79, 38, 23];0.36363636363636365
0.134526687048;0.0571132400432;10;[];[];[];[89];0.36220472440944884
0.00660161838873;0.00499326009868;8;[];[];[];[72, 68, 36];0.358695652173913
0.157545793168;0.042267686061;8;[];[];[];[24, 13];0.35820895522388063
0.00659678781378;0.0905514336353;9;[];[];[];[86, 16, 9];0.35233160621761656
0.308583946718;0.00568863879;5;[];[];[];[9, 4];0.3506493506493506
0.32074210693;0.106438471515;9;[];[];[];[36, 31];0.34831460674157305
0.306911908082;0.0966642442299;7;[];[];[];[60, 45];0.34782608695652173
0.0320346066928;0.00719352303108;9;[];[];[];[26, 16, 11];0.3448275862068965
0.627016022732;0.0487763549937;9;[];[];[];[60, 23];0.3389830508474576
0.792241502693;0.00486140050554;8;[];[];[];[47, 37];0.33628318584070793
0.115174273877;0.00681421805718;10;[];[];[];[98, 56];0.3352601156069364
0.037615637991;0.0853494349599;9;[];[];[];[82, 56];0.3275862068965517
0.0351692291197;0.00366808998618;8;[];[];[];[24, 15, 8];0.3146067415730337
0.0167890000204;0.774873262455;8;[];[];[];[80, 11, 10];0.2857142857142857
0.0207344681598;0.108703142047;10;[];[];[];[16, 7];0.2782608695652174
0.0285300788209;0.0224749231025;3;[];[];[];[47, 35];0.2756598240469208
0.852169143795;0.244389488839;7;[];[];[];[10];0.24742268041237112
0.010818094912;0.0770459964228;5;[];[];[];[91, 80];0.2391304347826087
0.00811299813057;0.00464276178349;10;[];[];[];[74];0.22631578947368422
0.00449840385146;0.142181512851;5;[];[];[];[59, 52, 38];0.22315789473684208
0.0716280529681;0.142344335695;7;[];[];[];[16];0.22085889570552145
0.0115641357957;0.122690162972;6;[];[];[];[76];0.21029082774049215
0.0770584328388;0.0113104902752;1;[];[];[];[83, 53];0.1946902654867257
0.0840039834363;0.00562816261765;1;[];[];[];[49, 46];0.1923076923076923
0.935609251155;0.115020807023;10;[];[];[];[98];0.1716171617161716
0.0560904697917;0.117068803231;1;[];[];[];[60];0.1336515513126492
0.0653220099213;0.00541172717297;1;[];[];[];[42];0.13270142180094788
0.0520353050952;0.0233973378754;1;[];[];[];[37];0.12844036697247707
0.0168099275864;0.101984264124;2;[];[];[];[38];0.11612903225806451
0.00551289487743;0.0207487909608;8;[];[];[];[94];0.1142857142857143
0.0113989518764;0.109855030599;4;[];[];[];[79, 49, 35];0.11125158027812894
0.0074471193822;0.709443788138;8;[];[];[];[26];0.10365135453474676
0.00558837659108;0.00747142544141;8;[];[];[];[95];0.09548387096774194
0.0127340288192;0.549318861072;1;[];[];[];[96];0.09334485738980121
0.0496608754576;0.145638926403;1;[];[];[];[47, 12, 8];0.09302325581395347
0.0358594687562;0.00413151254538;8;[];[];[];[61];0.0855614973262032
0.010382410107;0.00510102234311;4;[];[];[];[25];0.08266129032258066
0.114717762453;0.0428302438934;1;[];[];[];[7, 6, 5];0.0767172167707404
0.0162200690698;0.012227983185;1;[];[];[];[44];0.07093292212798766
0.00944820065232;0.0053913350646;1;[];[];[];[62];0.07079646017699115
0.00666939603693;0.0291542043412;4;[];[];[];[75];0.0692249811888638
0.045395820451;0.027191089801;1;[];[];[];[17, 9];0.06590257879656161
0.00325905909483;0.405592405378;6;[];[];[];[24, 23];0.06539074960127592
0.0123492219788;0.0488766539942;4;[];[];[];[11];0.06279434850863423
0.167305330235;0.893331694402;10;[];[];[];[9, 9];0.053030303030303025
0.00317820023213;0.00829690504069;1;[];[];[];[56];0.048780487804878044
0.00659769722653;0.0900790217975;1;[];[];[];[49];0.0462962962962963
0.010374205354;0.187054714022;1;[];[];[];[66];0.044723969252271144
0.0834223317326;0.654317957579;5;[];[];[];[26, 23];0.03791469194312796
0.00476198971879;0.0214544131994;3;[];[];[];[42];0.03689567430025445
0.931169606617;0.337383244674;3;[];[];[];[84, 26];0.03619047619047619
0.250224069281;0.360190262451;1;[];[];[];[62, 56];0.03619047619047619
0.292836676938;0.642948485297;1;[];[];[];[19, 19];0.03619047619047619
0.911087288053;0.0905583050003;1;[];[];[];[41, 27, 15];0.03619047619047619
0.599792985764;0.305884479634;3;[];[];[];[4, 4, 4];0.03619047619047619
0.0040835172125;0.0138670342569;4;[];[];[];[5, 4];0.0359204618345093
0.00342520105421;0.196156153058;1;[];[];[];[35];0.03535010197144799
0.0065507293313;0.0392156743676;2;[];[];[];[50];0.029213483146067414
