Snapshot;Class;ChangeType
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.application.notation.NotationContext;D
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.application.notation.NotationHelper;D
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.application.notation.NotationName;D
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.application.notation.NotationNameImpl;D
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.application.notation.NotationProvider2;D
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.application.notation.NotationProvider4;D
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.application.notation.NotationProviderFactory;D
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.application.notation.NotationProviderFactory2;D
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.application.notation.ui.ActionNotation;D
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.application.notation.ui.NotationComboBox;D
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.application.notation.ui.SettingsTabNotation;D
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.language.java.generator.GeneratorJava;M
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.notation.Notation;A
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.notation.NotationContext;A
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.notation.NotationHelper;A
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.notation.NotationName;A
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.notation.NotationNameImpl;A
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.notation.NotationProvider2;A
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.notation.NotationProvider4;A
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.notation.NotationProviderFactory;A
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.notation.NotationProviderFactory2;A
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.notation.ui.ActionNotation;A
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.notation.ui.NotationComboBox;A
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.notation.ui.SettingsTabNotation;A
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.uml.diagram.ui.FigEdgeModelElement;M
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.uml.diagram.ui.FigNodeModelElement;M
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.uml.generator.GeneratorDisplay;M
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.uml.notation.StateBodyNotation;M
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.uml.notation.TransitionNotation;M
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.uml.notation.ValueHandler;M
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.uml.notation.java.ModelElementNameNotationJava;M
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.uml.notation.java.TransitionNotationJava;M
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.uml.notation.uml.ModelElementNameNotationUml;M
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.uml.notation.uml.StateBodyNotationUml;M
df6aaced823a4ccc4b4fa28d84feb31bd0562c2e;org.argouml.uml.notation.uml.TransitionNotationUml;M
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.application.notation.NotationProvider4;A
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.application.notation.NotationProviderFactory2;A
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.uml.diagram.state.ui.FigCompositeState;M
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.uml.diagram.state.ui.FigConcurrentRegion;M
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.uml.diagram.state.ui.FigSimpleState;M
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.uml.diagram.state.ui.FigState;M
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.uml.diagram.state.ui.FigSubmachineState;M
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.uml.diagram.state.ui.FigTransition;M
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.uml.diagram.static_structure.ui.FigPackage;M
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.uml.diagram.ui.FigNodeModelElement;M
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.uml.generator.GeneratorDisplay;M
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.uml.generator.Parser;M
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.uml.generator.ParserDisplay;M
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.uml.notation.ModelElementNameNotation;A
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.uml.notation.StateBodyNotation;A
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.uml.notation.TransitionNotation;A
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.uml.notation.ValueHandler;A
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.uml.notation.java.InitNotationJava;A
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.uml.notation.java.ModelElementNameNotationJava;A
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.uml.notation.java.TransitionNotationJava;A
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.uml.notation.uml.InitNotationUml;A
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.uml.notation.uml.ModelElementNameNotationUml;A
d3c7fac2a0ae0a0a89237d3f18237edb999df24b;org.argouml.uml.notation.uml.StateBodyNotationUml;A
