Snapshot;Class;ChangeType
398ca7eedce89f05011104134a09c80208414cef;org.apache.catalina.core.TestAsyncContextImpl;A
cde17e604f6edca4c6e9249b4226e08db4a4b3c9;org.apache.tomcat.util.net.JIoEndpoint;M
cde17e604f6edca4c6e9249b4226e08db4a4b3c9;org.apache.catalina.core.TestAsyncListener;D
e61b7b4ca84b85e92a438c626143f81a42eeb884;org.apache.catalina.core.AsyncContextImpl;M
e61b7b4ca84b85e92a438c626143f81a42eeb884;org.apache.catalina.core.TestAsyncContextImpl;D
d525672135cbd5ce4b67c87c2fabdf3d2016e724;org.apache.catalina.core.AsyncContextImpl;M
ac547de282e57229a19efd268a722a5f3f13a45c;org.apache.catalina.loader.WebappLoader;M
ac547de282e57229a19efd268a722a5f3f13a45c;org.apache.catalina.loader.TestVirtualWebappLoader;A
741e000b2463514971057bdae9133f8815728aa3;org.apache.catalina.core.AsyncContextImpl;M
741e000b2463514971057bdae9133f8815728aa3;org.apache.catalina.core.TestAsyncContextImpl;A
fe3ef69d88628e7e39e2294e9ffe39abd01c2b38;org.apache.catalina.mbeans.TestRegistration;M
a88b017ea8c202084a050641f47fd36083207dc3;org.apache.tomcat.util.http.TestBug49158;M
fc8bbd98ff0a74a80d895f917c93da2d1a41a5c1;org.apache.catalina.core.TestAsyncListener;M
fc7ec50ef5e602888841f640f425db8a7ca900f0;org.apache.catalina.tribes.membership.McastService;M
3bd4bcbce5037c6b664f9cea2e47d33fcdf550ad;org.apache.catalina.core.ContainerBase;M
b975d1cb83f9624dd33f588b82f716f01baca6bb;org.apache.tomcat.util.net.JIoEndpoint;M
0f90fa9e0eefbee1a23258ec289cf08e0f87b754;org.apache.catalina.core.StandardContext;M
4e3489887ea201b733276073ee140ceb4f93b962;org.apache.catalina.connector.CoyoteAdapter;M
4e3489887ea201b733276073ee140ceb4f93b962;org.apache.catalina.connector.MapperListener;M
4e3489887ea201b733276073ee140ceb4f93b962;org.apache.catalina.connector.Request;M
4e3489887ea201b733276073ee140ceb4f93b962;org.apache.tomcat.util.http.mapper.Mapper;M
c7bfc757baa9efa4efbc80bc429bef4c7e7d73a4;org.apache.catalina.core.StandardContext;M
0b8a9a8274ca62ae1bfd52d1df5ef77d03f5a126;org.apache.catalina.core.ApplicationSessionCookieConfig;M
3c88f07af471d88d3a3de4b11de0e1dca90fc4a5;org.apache.catalina.core.StandardContext;M
42f22e3763168aed4db281b31d1ca910037557ad;org.apache.el.ExpressionFactoryImpl;M
42f22e3763168aed4db281b31d1ca910037557ad;org.apache.el.lang.ExpressionBuilder;M
42f22e3763168aed4db281b31d1ca910037557ad;org.apache.el.parser.AstValue;M
42f22e3763168aed4db281b31d1ca910037557ad;org.apache.el.util.ReflectionUtil;M
42f22e3763168aed4db281b31d1ca910037557ad;org.apache.el.TestMethodExpressionImpl;M
42f22e3763168aed4db281b31d1ca910037557ad;org.apache.el.TesterBeanA;M
42f22e3763168aed4db281b31d1ca910037557ad;org.apache.el.TesterBeanAA;A
42f22e3763168aed4db281b31d1ca910037557ad;org.apache.el.TesterBeanAAA;A
42f22e3763168aed4db281b31d1ca910037557ad;org.apache.el.TesterBeanBBB;A
42f22e3763168aed4db281b31d1ca910037557ad;org.apache.el.TesterBeanC;A
dae5fccf8bf01c628f7b8a5cbbd2da61cc03350b;org.apache.el.TestMethodExpressionImpl;M
dae5fccf8bf01c628f7b8a5cbbd2da61cc03350b;org.apache.el.TesterBeanBB;A
dae5fccf8bf01c628f7b8a5cbbd2da61cc03350b;org.apache.el.TesterBeanC;D
40e5880dfc51517334acda5f12beacdec52ca283;org.apache.coyote.http11.AbstractHttp11Processor;M
40e5880dfc51517334acda5f12beacdec52ca283;org.apache.coyote.http11.filters.BufferedInputFilter;M
80d79eb118ec9d4c97c5387a3274824fd6311b2a;org.apache.catalina.loader.VirtualWebappLoader;M
48b9e3fd2eb93fa1aa871be5d675005a249599c9;org.apache.tomcat.util.net.JIoEndpoint;M
48b9e3fd2eb93fa1aa871be5d675005a249599c9;org.apache.catalina.core.TestAsyncListener;A
e8d213fe4328a7df2ca97a6f6cae792ed19f09f1;org.apache.catalina.core.StandardService;M
b33dec64de82eb8004ea4a17512c8114ed5f1348;CookieExample;M
b33dec64de82eb8004ea4a17512c8114ed5f1348;RequestHeaderExample;M
b33dec64de82eb8004ea4a17512c8114ed5f1348;RequestInfoExample;M
b33dec64de82eb8004ea4a17512c8114ed5f1348;RequestParamExample;M
b33dec64de82eb8004ea4a17512c8114ed5f1348;SessionExample;M
c115b3b3dc5cf74acc4ea19fe173b478c1dd269e;CookieExample;M
c115b3b3dc5cf74acc4ea19fe173b478c1dd269e;RequestHeaderExample;M
c115b3b3dc5cf74acc4ea19fe173b478c1dd269e;RequestInfoExample;M
c115b3b3dc5cf74acc4ea19fe173b478c1dd269e;RequestParamExample;M
c115b3b3dc5cf74acc4ea19fe173b478c1dd269e;SessionExample;M
c115b3b3dc5cf74acc4ea19fe173b478c1dd269e;chat.ChatServlet;M
7ed4d751d7c533466768ae9f9a25114e3ba9f005;cal.Entry;M
7ed4d751d7c533466768ae9f9a25114e3ba9f005;cal.JspCalendar;M
e434c4c72cf07cee3cd3941cfa750c4c2580c996;org.apache.catalina.loader.WebappClassLoader;M
fc44a483e8d1f062734c0a7d772abd8e033ac0a7;org.apache.catalina.core.StandardService;M
d141e95d0bbd3e922a4acf3147252c09082b0e59;org.apache.catalina.util.TestRequestUtil;M
65ad74b84accc306533a8c9811c300a8b569561d;org.apache.catalina.loader.WebappClassLoader;M
7f6a10d8a6b98ac17beebb05b2bf6e246404c352;org.apache.catalina.manager.host.HTMLHostManagerServlet;M
7f6a10d8a6b98ac17beebb05b2bf6e246404c352;org.apache.catalina.manager.host.HostManagerServlet;M
b17908f1d291e16da18e04c8818a11d620707282;org.apache.catalina.manager.host.HostManagerServlet;M
3e992dfa95f93d31227d00351cb4c9c0b4ce4c5f;org.apache.catalina.manager.host.HostManagerServlet;M
69b71c8e0a35b6adb40af4486a2b76bc40c85a21;org.apache.catalina.core.StandardService;M
a0159a34201e21ebc60ed6acffe7343fe26a7b65;org.apache.catalina.filters.CsrfPreventionFilter;M
a0159a34201e21ebc60ed6acffe7343fe26a7b65;org.apache.catalina.manager.HTMLManagerServlet;M
937069a8e6e1faa136e13fd4e4a42efba5339432;org.apache.catalina.filters.CsrfPreventionFilter;M
6f18d02340e37f2fb4c16b21bff2c4677c3c20bd;org.apache.catalina.core.JreMemoryLeakPreventionListener;M
470afe621057b11c779c9f7334e6d3003d96271b;org.apache.catalina.core.JreMemoryLeakPreventionListener;M
871c37d900cda6e68c6fff0f5357ee6d72013444;org.apache.catalina.startup.SimpleHttpClient;M
c8e1569ea59ed17b8b2ea3a4c704e4dd2dadff2f;org.apache.coyote.http11.AbstractHttp11Processor;M
c8e1569ea59ed17b8b2ea3a4c704e4dd2dadff2f;org.apache.coyote.http11.Http11AprProcessor;M
c8e1569ea59ed17b8b2ea3a4c704e4dd2dadff2f;org.apache.coyote.http11.Http11NioProcessor;M
c8e1569ea59ed17b8b2ea3a4c704e4dd2dadff2f;org.apache.coyote.http11.Http11Processor;M
18853d163e56215967b0b819cf4d8ffbf14b6c53;org.apache.coyote.http11.filters.BufferedInputFilter;M
0699c3648f0d372f057bbe177fe7c440d84be853;org.apache.coyote.http11.AbstractHttp11Processor;M
0699c3648f0d372f057bbe177fe7c440d84be853;org.apache.coyote.http11.Http11AprProcessor;M
0699c3648f0d372f057bbe177fe7c440d84be853;org.apache.coyote.http11.Http11NioProcessor;M
0699c3648f0d372f057bbe177fe7c440d84be853;org.apache.coyote.http11.Http11Processor;M
17cc2ce0be0d9282ccb51989977f7d6eea2e7147;org.apache.coyote.http11.InternalAprOutputBuffer;M
