Snapshot;Class;ChangeType
e343491b611efdd7a5313e7ba87d6a2d1d6f8804;org.gjt.sp.jedit.buffer.BufferIORequest;M
cea8f520252ba4a1445db4db28c7839179f60d30;org.gjt.sp.jedit.buffer.BufferSaveRequest;M
cea8f520252ba4a1445db4db28c7839179f60d30;org.gjt.sp.jedit.syntax.Chunk;M
cea8f520252ba4a1445db4db28c7839179f60d30;org.gjt.sp.jedit.textarea.FastRepaintManager;M
672afd0df952bb0ef1939c3499c90c86a7a74bad;org.gjt.sp.jedit.buffer.BufferSaveRequest;M
32089046c55b1de67b21e9da2f4b9d5367e67c59;org.gjt.sp.jedit.buffer.BufferSaveRequest;M
aeeb92629aa901a18171fed5488797b28ee28aca;org.gjt.sp.jedit.syntax.Chunk;M
27c9de4b5310a75a9033d932b3e8a9521c3a5ceb;org.gjt.sp.jedit.jEdit;M
1d44aebdf4393f9a7254bb9d83f5599f8225b761;org.gjt.sp.jedit.textarea.JEditTextArea;M
aae5c67054a45e6d7bb400dee6497429c95ccd76;org.gjt.sp.jedit.textarea.JEditTextArea;M
6e75ec14c5fd89419c0322c4ef71d70d97329cb8;org.gjt.sp.jedit.TextUtilities;M
0bbe2b8034c7f87779b998946d890bfada26b673;org.gjt.sp.jedit.Registers;M
0bbe2b8034c7f87779b998946d890bfada26b673;org.gjt.sp.jedit.gui.RegisterViewer;M
ba4924f1ec6e8711da6f0e18209b451d3a2fa3ee;org.gjt.sp.jedit.help.HelpHistoryModel;M
ba4924f1ec6e8711da6f0e18209b451d3a2fa3ee;org.gjt.sp.jedit.help.HelpViewer;M
d3fcd77d7b9ffe136b48a626cf952665570addbb;org.gjt.sp.jedit.help.HelpHistoryModel;M
d3fcd77d7b9ffe136b48a626cf952665570addbb;org.gjt.sp.jedit.help.HelpHistoryModelListener;M
d3fcd77d7b9ffe136b48a626cf952665570addbb;org.gjt.sp.jedit.help.HistoryButton;M
d9334f06e38f296d63cfc821b385cbee0bdbe107;org.gjt.sp.jedit.help.HelpHistoryModel;A
d9334f06e38f296d63cfc821b385cbee0bdbe107;org.gjt.sp.jedit.help.HelpHistoryModelListener;A
d9334f06e38f296d63cfc821b385cbee0bdbe107;org.gjt.sp.jedit.help.HelpViewer;M
d9334f06e38f296d63cfc821b385cbee0bdbe107;org.gjt.sp.jedit.help.HistoryButton;A
983a73cb759d6e6ca4793971e96247677f021cde;org.gjt.sp.jedit.textarea.TextAreaTransferHandler;M
83503dbbfdb941b243c451c927197c93a42de43c;org.gjt.sp.jedit.textarea.TextAreaTransferHandler;M
e343bab6fb18bbcec7837c0a6e4119ae8b467823;org.gjt.sp.jedit.pluginmgr.PluginList;M
e343bab6fb18bbcec7837c0a6e4119ae8b467823;org.gjt.sp.jedit.pluginmgr.PluginManager;M
58f9a029811349d7bf599c93f6698505eac56dd7;org.gjt.sp.jedit.jEdit;M
58f9a029811349d7bf599c93f6698505eac56dd7;org.gjt.sp.jedit.pluginmgr.ManagePanel;M
5713f3b4acffbf4bb71ddd553f12640ced4cbeb0;org.gjt.sp.jedit.search.HyperSearchFileNode;M
5713f3b4acffbf4bb71ddd553f12640ced4cbeb0;org.gjt.sp.jedit.search.HyperSearchOperationNode;M
5713f3b4acffbf4bb71ddd553f12640ced4cbeb0;org.gjt.sp.jedit.search.HyperSearchResult;M
5713f3b4acffbf4bb71ddd553f12640ced4cbeb0;org.gjt.sp.jedit.search.HyperSearchResults;M
732095565656ab177cc8be6bf2d730fe1129307f;org.gjt.sp.jedit.textarea.TextAreaTransferHandler;M
fa7cf55f9a8e0580730bf70f4055678ca9eb9449;org.gjt.sp.jedit.options.PluginManagerOptionPane;M
e088d1e3e03f65d63ff65bd61269f4ff79575814;org.gjt.sp.jedit.pluginmgr.Roster;M
493c27f5848bfa7c34fdf70eba5dd894dc90ff14;org.gjt.sp.jedit.pluginmgr.PluginManagerProgress;M
493c27f5848bfa7c34fdf70eba5dd894dc90ff14;org.gjt.sp.util.WorkRequest;M
ead33171a9050ce65e065413e4617baa03bd920c;org.gjt.sp.jedit.io.VFS;M
a6c2ec543fba318d4c59aa1025df97a89d4da695;org.gjt.sp.jedit.MiscUtilities;M
a98dfe37e7194173b5de7830770cfd838bcd99a4;org.gjt.sp.util.ProgressObserver;A
6aea2b6f9c798d85a107aea780ec4dcad6979ac6;org.gjt.sp.jedit.Buffer;M
6aea2b6f9c798d85a107aea780ec4dcad6979ac6;org.gjt.sp.jedit.EditPane;M
6aea2b6f9c798d85a107aea780ec4dcad6979ac6;org.gjt.sp.jedit.Registers;M
6aea2b6f9c798d85a107aea780ec4dcad6979ac6;org.gjt.sp.jedit.buffer.JEditBuffer;M
6aea2b6f9c798d85a107aea780ec4dcad6979ac6;org.gjt.sp.jedit.gui.MarkerViewer;M
6aea2b6f9c798d85a107aea780ec4dcad6979ac6;org.gjt.sp.jedit.textarea.BufferHandler;M
6aea2b6f9c798d85a107aea780ec4dcad6979ac6;org.gjt.sp.jedit.textarea.ChunkCache;M
6aea2b6f9c798d85a107aea780ec4dcad6979ac6;org.gjt.sp.jedit.textarea.DisplayManager;M
6aea2b6f9c798d85a107aea780ec4dcad6979ac6;org.gjt.sp.jedit.textarea.Gutter;M
6aea2b6f9c798d85a107aea780ec4dcad6979ac6;org.gjt.sp.jedit.textarea.JEditTextArea;M
6aea2b6f9c798d85a107aea780ec4dcad6979ac6;org.gjt.sp.jedit.textarea.MouseHandler;M
6aea2b6f9c798d85a107aea780ec4dcad6979ac6;org.gjt.sp.jedit.textarea.ScreenLineManager;M
6aea2b6f9c798d85a107aea780ec4dcad6979ac6;org.gjt.sp.jedit.textarea.Selection;M
6aea2b6f9c798d85a107aea780ec4dcad6979ac6;org.gjt.sp.jedit.textarea.SelectionManager;M
6aea2b6f9c798d85a107aea780ec4dcad6979ac6;org.gjt.sp.jedit.textarea.TextAreaDropHandler;M
6aea2b6f9c798d85a107aea780ec4dcad6979ac6;org.gjt.sp.jedit.textarea.TextAreaPainter;M
1fa1663243eb771527262cff8e8a2273ec3f3074;org.gjt.sp.jedit.search.HyperSearchFileNode;M
1fa1663243eb771527262cff8e8a2273ec3f3074;org.gjt.sp.jedit.search.HyperSearchFolderNode;A
1fa1663243eb771527262cff8e8a2273ec3f3074;org.gjt.sp.jedit.search.HyperSearchOperationNode;A
1fa1663243eb771527262cff8e8a2273ec3f3074;org.gjt.sp.jedit.search.HyperSearchRequest;M
1fa1663243eb771527262cff8e8a2273ec3f3074;org.gjt.sp.jedit.search.HyperSearchResults;M
1fa1663243eb771527262cff8e8a2273ec3f3074;org.gjt.sp.jedit.search.HyperSearchTreeNodeCallback;A
66ea3714e94be444e976b487205e679268990e0f;org.gjt.sp.jedit.search.HyperSearchResults;M
3c5e28697c77a55196fb3d38e6b8a42a45d842e9;org.gjt.sp.jedit.search.HyperSearchResults;M
a62489d95fe8d331b6c5c5a7638e17b73a19c9fe;org.gjt.sp.jedit.Buffer;M
a62489d95fe8d331b6c5c5a7638e17b73a19c9fe;org.gjt.sp.jedit.TextUtilities;M
a62489d95fe8d331b6c5c5a7638e17b73a19c9fe;org.gjt.sp.jedit.buffer.BufferAdapter;A
a62489d95fe8d331b6c5c5a7638e17b73a19c9fe;org.gjt.sp.jedit.buffer.BufferChangeListener;M
a62489d95fe8d331b6c5c5a7638e17b73a19c9fe;org.gjt.sp.jedit.buffer.BufferListener;A
a62489d95fe8d331b6c5c5a7638e17b73a19c9fe;org.gjt.sp.jedit.buffer.DummyFoldHandler;M
a62489d95fe8d331b6c5c5a7638e17b73a19c9fe;org.gjt.sp.jedit.buffer.ExplicitFoldHandler;M
a62489d95fe8d331b6c5c5a7638e17b73a19c9fe;org.gjt.sp.jedit.buffer.FoldHandler;M
a62489d95fe8d331b6c5c5a7638e17b73a19c9fe;org.gjt.sp.jedit.buffer.IndentFoldHandler;M
