Method;TargetClass;ATFD;ATSD;FDP;DIST_EC;DIST_TC;LOC_M;LOC_EC;LOC_TC
org.gjt.sp.jedit.Buffer.setDirty(boolean);org.gjt.sp.jedit.msg.BufferUpdate;0;4;3;0.9807692307692307;1.0;21;1731;18
org.gjt.sp.jedit.gui.HistoryText.doBackwardSearch();org.gjt.sp.jedit.gui.HistoryModel;0;0;0;0;0
org.gjt.sp.jedit.Macros.invoke(org.gjt.sp.jedit.View);org.gjt.sp.jedit.buffer.JEditBuffer;0;0;0;0;0
org.gjt.sp.jedit.browser.BrowserView.mousePressed(java.awt.event.MouseEvent);org.gjt.sp.jedit.GUIUtilities;0;2;4;0.9787234042553191;1.0;33;229;544
org.gjt.sp.jedit.textarea.JEditTextArea.scrollTo(boolean, int, int);org.gjt.sp.jedit.buffer.JEditBuffer;0;0;0;0;0
bsh.ParserTokenManager.jjMoveStringLiteralDfa8_0(long, long, long, long, long, long);bsh.JavaCharStream;1;5;1;0.9090909090909091;0.9777777777777777;36;1699;331
org.gjt.sp.jedit.Buffer.finishSaving(boolean, boolean, java.lang.String, java.lang.String, java.lang.String, org.gjt.sp.jedit.View);org.gjt.sp.jedit.msg.BufferUpdate;0;14;5;0.9254658385093167;1.0;47;1731;18
org.gjt.sp.jedit.browser.VFSBrowser.removeNotify();org.gjt.sp.jedit.EditBus;0;2;2;0.967741935483871;1.0;8;718;44
org.gjt.sp.jedit.pluginmgr.InstallPanel.valueChanged(javax.swing.event.ListSelectionEvent);org.gjt.sp.jedit.jEdit;1;6;1;0.8695652173913043;1.0;9;346;1733
org.gjt.sp.jedit.textarea.JEditTextArea.goToBufferStart(boolean);org.gjt.sp.jedit.textarea.DisplayManager;1;5;2;0.9825783972125436;0.9855072463768116;6;3011;893
bsh.BSHForStatement.eval(bsh.CallStack, bsh.Interpreter);bsh.SimpleNode;3;3;5;0.8;0.8928571428571429;39;42;76
org.gjt.sp.jedit.search.SearchDialog.setSearchString(int, java.lang.String);org.gjt.sp.jedit.search.SearchAndReplace;0;7;4;0.8444444444444444;1.0;37;468;520
org.gjt.sp.jedit.View.toString();org.gjt.sp.jedit.jEdit;0;0;1;1.0;1.0;3;730;1733
bsh.BSHPrimarySuffix.doName(boolean, bsh.CallStack, bsh.Interpreter, java.lang.Object);bsh.SimpleNode;2;1;4;0.9375;0.9230769230769231;13;95;76
bsh.This.invokeMethod(boolean, bsh.CallStack, bsh.Interpreter, bsh.SimpleNode, java.lang.Object[], java.lang.String);bsh.StringUtil;0;0;0;0;0
