Method;TargetClass;ATFD;ATSD;FDP;DIST_EC;DIST_TC;LOC_M;LOC_EC;LOC_TC
org.gjt.sp.jedit.Buffer.setDirty(boolean);org.gjt.sp.jedit.msg.BufferUpdate;0;2;3;0.9928571428571429;1.0;17;1573;18
org.gjt.sp.jedit.gui.HistoryText.doBackwardSearch();org.gjt.sp.jedit.gui.HistoryModel;0;0;0;0;0
org.gjt.sp.jedit.Macros.invoke(org.gjt.sp.jedit.View);org.gjt.sp.jedit.buffer.JEditBuffer;0;0;0;0;0
org.gjt.sp.jedit.browser.BrowserView.mousePressed(java.awt.event.MouseEvent);org.gjt.sp.jedit.GUIUtilities;0;2;1;0.9818181818181818;1.0;19;473;430
org.gjt.sp.jedit.textarea.JEditTextArea.scrollTo(boolean, int, int);org.gjt.sp.jedit.buffer.JEditBuffer;0;0;0;0;0
bsh.ParserTokenManager.jjMoveStringLiteralDfa8_0(long, long, long, long, long, long);bsh.JavaCharStream;0;0;0;0;0
org.gjt.sp.jedit.Buffer.finishSaving(boolean, boolean, java.lang.String, java.lang.String, java.lang.String, org.gjt.sp.jedit.View);org.gjt.sp.jedit.msg.BufferUpdate;0;0;0;0;0
org.gjt.sp.jedit.browser.VFSBrowser.removeNotify();org.gjt.sp.jedit.EditBus;0;2;2;0.9661016949152542;1.0;8;704;35
org.gjt.sp.jedit.pluginmgr.InstallPanel.valueChanged(javax.swing.event.ListSelectionEvent);org.gjt.sp.jedit.jEdit;0;0;0;0;0
org.gjt.sp.jedit.textarea.JEditTextArea.goToBufferStart(boolean);org.gjt.sp.jedit.textarea.DisplayManager;0;0;0;0;0
bsh.BSHForStatement.eval(bsh.CallStack, bsh.Interpreter);bsh.SimpleNode;3;3;5;0.8;0.896551724137931;39;42;79
org.gjt.sp.jedit.search.SearchDialog.setSearchString(int, java.lang.String);org.gjt.sp.jedit.search.SearchAndReplace;0;0;0;0;0
org.gjt.sp.jedit.View.toString();org.gjt.sp.jedit.jEdit;0;0;0;0;0
bsh.BSHPrimarySuffix.doName(boolean, bsh.CallStack, bsh.Interpreter, java.lang.Object);bsh.SimpleNode;0;0;0;0;0
bsh.This.invokeMethod(boolean, bsh.CallStack, bsh.Interpreter, bsh.SimpleNode, java.lang.Object[], java.lang.String);bsh.StringUtil;0;0;0;0;0
org.gjt.sp.jedit.search.SearchBar.setHyperSearch(boolean);org.gjt.sp.jedit.jEdit;1;1;1;0.9473684210526316;1.0;4;198;1551
org.gjt.sp.jedit.EditPane.addMarker();org.gjt.sp.jedit.textarea.JEditTextArea;0;0;0;0;0
bsh.Parser.ClassDeclaration();bsh.BSHClassDeclaration;0;0;0;0;0
org.gjt.sp.jedit.browser.VFSBrowser.invokeAction(java.util.EventObject, org.gjt.sp.jedit.EditAction);org.gjt.sp.jedit.EditAction;0;0;0;0;0
bsh.BSHCastExpression.eval(bsh.CallStack, bsh.Interpreter);bsh.SimpleNode;2;1;4;1.0;0.9166666666666666;14;61;79
org.gjt.sp.jedit.options.PluginManagerOptionPane._save();org.gjt.sp.jedit.jEdit;0;0;0;0;0
org.gjt.sp.jedit.options.WindowTableModel.getColumnName(int);org.gjt.sp.jedit.jEdit;0;0;1;1.0;1.0;10;78;1551
org.gjt.sp.jedit.options.AbbrevsOptionPane._init();org.gjt.sp.jedit.GUIUtilities;0;0;0;0;0
org.gjt.sp.jedit.textarea.JEditTextArea.isStructureHighlightVisible();org.gjt.sp.jedit.textarea.DisplayManager;0;0;0;0;0
org.gjt.sp.jedit.gui.DockableWindowManager.getAllPluginEntries(boolean, org.gjt.sp.jedit.PluginJAR);org.gjt.sp.jedit.gui.DockableWindowFactory;0;0;0;0;0
org.gjt.sp.jedit.gui.DockableLayout.adjustDockingAreasToFit(int, int, int, int, int, int, int, int, java.awt.Dimension, java.awt.Dimension, java.awt.Dimension);org.gjt.sp.jedit.gui.DockablePanel;0;0;0;0;0
org.gjt.sp.jedit.Macros.accept(java.lang.String);org.gjt.sp.jedit.MiscUtilities;0;0;0;0;0
bsh.BSHSwitchStatement.primitiveEquals(bsh.CallStack, bsh.SimpleNode, java.lang.Object, java.lang.Object);bsh.SimpleNode;0;0;0;0;0
QuickNotepadToolPanel.makeCustomButton(java.awt.event.ActionListener, java.lang.String);org.gjt.sp.jedit.GUIUtilities;0;0;2;1.0;1.0;16;54;430
org.gjt.sp.jedit.menu.RecentDirectoriesProvider.update(javax.swing.JMenu);org.gjt.sp.jedit.MiscUtilities;0;0;0;0;0
org.gjt.sp.jedit.search.CurrentBufferSet.getFirstFile(org.gjt.sp.jedit.View);org.gjt.sp.jedit.View;1;0;2;1.0;0.9824561403508771;3;16;548
org.gjt.sp.jedit.textarea.TextAreaDropHandler.drop(java.awt.dnd.DropTargetDropEvent);org.gjt.sp.jedit.textarea.JEditTextArea;0;0;0;0;0
org.gjt.sp.jedit.Buffer.getDefaultProperty(java.lang.String);org.gjt.sp.jedit.jEdit;0;0;0;0;0
org.gjt.sp.jedit.jEdit.error(java.lang.Object, java.lang.String);com.microstar.xml.XmlParser;0;0;0;0;0
bsh.LHS.assign(boolean, java.lang.Object);bsh.Reflect;0;0;0;0;0
org.gjt.sp.jedit.EditPlugin.createMenuItems();org.gjt.sp.jedit.GUIUtilities;0;0;0;0;0
org.gjt.sp.jedit.ActionSet.addAction(org.gjt.sp.jedit.EditAction);org.gjt.sp.jedit.EditAction;1;1;1;0.9166666666666666;0.9;3;48;36
org.gjt.sp.util.WorkThread.setStatus(java.lang.String);org.gjt.sp.util.WorkThreadPool;1;1;1;0.9375;0.9714285714285714;4;97;186
org.gjt.sp.jedit.textarea.JEditTextArea.goToMatchingBracket();org.gjt.sp.jedit.TextUtilities;1;6;1;0.9819494584837545;1.0;12;2964;365
macos.Delegate.applicationOpenFiles(macos.NSApplication, macos.NSArray);org.gjt.sp.util.Log;0;0;0;0;0
bsh.Name.invokeLocalMethod(bsh.CallStack, bsh.Interpreter, bsh.SimpleNode, java.lang.Object[]);bsh.StringUtil;0;0;0;0;0
org.gjt.sp.jedit.textarea.DisplayManager.init();org.gjt.sp.jedit.textarea.RangeMap;0;0;0;0;0
bsh.Parser.ThrowStatement();bsh.JJTParserState;4;4;1;0.9908466819221968;0.8695652173913043;39;6827;74
org.gjt.sp.jedit.textarea.JEditTextArea.userInput(char);org.gjt.sp.jedit.buffer.JEditBuffer;0;0;0;0;0
bsh.Parser.InstanceOfExpression();bsh.Token;1;9;3;0.9793577981651376;0.95;29;6827;9
org.gjt.sp.jedit.textarea.JEditTextArea.addNotify();org.gjt.sp.jedit.buffer.JEditBuffer;0;0;0;0;0
org.gjt.sp.jedit.buffer.BufferSaveRequest.run();org.gjt.sp.jedit.jEdit;0;0;0;0;0
org.gjt.sp.jedit.textarea.JEditTextArea.smartHome(boolean);org.gjt.sp.jedit.gui.InputHandler;1;3;3;0.9890909090909091;0.9473684210526316;17;2964;141
bsh.BSHFormalParameters.insureParsed();bsh.BSHFormalParameter;0;0;0;0;0
